Taxon,Species,Genes,12S,16S,AMEL,BDNF,BMP2,CMOS,COI,CYTB,ND1,ND2,ND4,NT3,PDC,PRLR,R35,RAG1,RAG2
Sauria,Typhlacontias rohani,0,,,,,,,,,,,,,,,,,
Sauria,Typhlacontias rudebecki,0,,,,,,,,,,,,,,,,,
Sauria,Typhlosaurus braini,4,,HQ180025,,,,,HQ180052,HQ180079,,,,,,,,HQ180106,
Sauria,Typhlosaurus caecus,6,AY217998,HQ180023,,,,AY217845,HQ180050,HQ180077,,,,,,,,HQ180104,
Sauria,Typhlosaurus lomiae,8,DQ249020,HQ180022,,,,DQ249065,DQ249078,HQ180076,AY662554,AY662554,,,,,,AY662641,
Sauria,Typhlosaurus meyeri,4,,HQ180024,,,,,HQ180051,HQ180078,,,,,,,,HQ180105,
Sauria,Typhlosaurus vermis,6,DQ249021,HQ180021,,,,DQ249066,HQ180048,HQ180075,,,,,,,,HQ180102,
Sauria,Tytthoscincus aesculeticola,5,JF497969,JF498101,,,,,,,,JF498209,JF498571,,,,JF498452,,
Sauria,Tytthoscincus atrigularis,5,JF497971,JF498102,,,,,,,,JF498211,JF498573,,,,JF498454,,
Sauria,Tytthoscincus biparietalis,0,,,,,,,,,,,,,,,,,
Sauria,Tytthoscincus hallieri,5,JF497973,JF498104,,,,,,,,JF498212,JF498574,,,,JF498455,,
Sauria,Tytthoscincus parvus,5,JF497975,JF498105,,,,,,,,JF498214,JF498575,,,,JF498456,,
Sauria,Uma exsul,4,AF194265,,,,,,,EU543748,EU543779,EU543779,,,,,,,
Sauria,Uma inornata,4,AF194264,,,,,,,EU543754,EU543785,EU543785,,,,,,,
Sauria,Uma notata,12,L41432,L41483,,KP820850,KP820739,,,AF302001,EU543784,EU543784,GQ895839,KP820632,,KP820507,KP820535,KP820639,
Sauria,Uma paraphygas,4,AF194266,,,,,,,EU543749,EU543780,EU543780,,,,,,,
Sauria,Uma rufopunctata,4,AF194262,,,,,,,EU543752,EU543783,EU543783,,,,,,,
Sauria,Uma scoparia,10,AF194260,,,JF806029,JF806072,,,EU543750,EU543781,EU543781,,JF804574,,JN880888,JF804608,GQ896029,
Sauria,Underwoodisaurus milii,8,AF090174,,,,,FJ571637,,GQ865777,AY369022,AY369022,,,EF534820,,,FJ571622,EF534946
Sauria,Underwoodisaurus seorsus,0,,,,,,,,,,,,,,,,,
Sauria,Uracentron azureum,0,,,,,,,,,,,,,,,,,
Sauria,Uracentron flaviceps,4,AF362542,,,,,,,,AF528747,AF528747,,,,,,AY662596,
Sauria,Uranoscodon superciliosus,12,AF362543,DQ848736,,JF806030,JF806073,,DQ848747,DQ848725,AF528749,AF528749,,JF804575,,JN880889,JF804609,JF806215,
Sauria,Urocotyledon inexpectata,6,,,,,,JQ945624,,JN225789,,JX041461,,,JQ945413,,,JQ945344,JN225806
Sauria,Urocotyledon palmata,0,,,,,,,,,,,,,,,,,
Sauria,Urocotyledon rasmusseni,0,,,,,,,,,,,,,,,,,
Sauria,Urocotyledon weileri,0,,,,,,,,,,,,,,,,,
Sauria,Urocotyledon wolterstorffi,0,,,,,,,,,,,,,,,,,
Sauria,Uromastyx acanthinura,9,FJ639633,FJ639593,,AY987979,,AY987992,,AB474753,U71325,AB113801,,AY988008,,,,AY662588,
Sauria,Uromastyx aegyptia,6,AB031977,AB116941,,,,AF137531,,AB116942,,AB113806,AF443224,,,,,,
Sauria,Uromastyx alfredschmidti,0,,,,,,,,,,,,,,,,,
Sauria,Uromastyx benti,8,NC_014182,NC_014182,,,,,AB114447,NC_014182,NC_014182,AB113821,AB114447,,,,,FJ356733,
Sauria,Uromastyx dispar,4,FJ639638,FJ639600,,,,,,AB116940,,AB113818,,,,,,,
Sauria,Uromastyx geyri,4,FJ639655,FJ639618,,,,,,AB474755,,AB113809,,,,,,,
Sauria,Uromastyx macfadyeni,3,,EF081043,,,,,,AB116946,,AB113814,,,,,,,
Sauria,Uromastyx nigriventris,2,FJ639636,FJ639596,,,,,,,,,,,,,,,
Sauria,Uromastyx occidentalis,0,,,,,,,,,,,,,,,,,
Sauria,Uromastyx ocellata,3,,JQ711494,,,,,,AB116950,,AB113812,,,,,,,
Sauria,Uromastyx ornata,4,FJ639629,EF081053,,,,,,AB116954,,AB113824,,,,,,,
Sauria,Uromastyx princeps,1,,FJ639625,,,,,,,,,,,,,,,
Sauria,Uromastyx shobraki,1,,EF081074,,,,,,,,,,,,,,,
Sauria,Uromastyx thomasi,1,,FJ639628,,,,,,,,,,,,,,,
Sauria,Uromastyx yemenensis,1,,EF081061,,,,,,,,,,,,,,,
Sauria,Uroplatus alluaudi,8,EU596620,,,EU596853,,,JQ909610,EU596701,,EF490793,KF160343,,EF490713,,,EF490740,
Sauria,Uroplatus ebenaui,11,EU596623,JX205484,,EU596855,,JN038097,JX205410,EU596703,AB738950,EF490786,JX205297,,EF490710,,,EF490736,
Sauria,Uroplatus fimbriatus,10,EU596644,DQ857334,,EU596877,,,JQ909611,EU596723,AB612276,EF490792,KF160349,,EF490712,,,EF490739,
Sauria,Uroplatus finiavana,6,JX205293,JX205492,,,,JN038116,JX205430,KF160442,,,JN038137,,,,,,
Sauria,Uroplatus giganteus,8,,,,JQ073119,,JQ945625,JQ909612,KF160444,,EF490791,,,EF490711,,,JQ073240,JQ945519
Sauria,Uroplatus guentheri,11,EU596689,DQ857335,,EU596916,,JQ945626,JQ909613,EU596764,,EF490778,KF160350,,EF490699,,,EF490725,JQ945520
Sauria,Uroplatus henkeli,10,EU596653,DQ857337,,EU596883,,HQ426591,,EU596730,,EF490797,KF160361,,EF490717,,,EF490743,HQ426510
Sauria,Uroplatus lineatus,10,EU596658,HE967915,,EU596890,,,JQ909614,EU596735,,EF490780,HE967800,,EF490701,,,EF490727,HE967860
Sauria,Uroplatus malahelo,3,EU596663,,,EU596894,,,,EU596739,,,,,,,,,
Sauria,Uroplatus malama,5,JX205294,JX205494,,,,JN038088,JX205433,,,,JN038132,,,,,,
Sauria,Uroplatus phantasticus,11,EU596667,JX205436,,EU596895,,JN038077,JX205386,EU596747,,EF490799,JX205362,,EF490720,,,EF490746,HQ426511
Sauria,Uroplatus pietschmanni,6,EU596687,,,,,,JQ909615,EU596763,,EF490781,,,EF490702,,,EF490728,
Sauria,Uroplatus sameiti,4,EU596685,,,EU596912,,,,EU596761,,,KF160368,,,,,,
Sauria,Uroplatus sikorae,9,EU596679,DQ857327,,EU596910,,,JQ909618,EU596749,,EF490784,KF160342,,EF490706,,,EF490731,
Sauria,Urosaurus auriculatus,5,,,,JN648381,,,,,JN648461,JN648421,JN648441,,,,,JN648481,
Sauria,Urosaurus bicarinatus,7,,HM012696,,JN648384,,,,,JN648463,JN648423,JN648443,,,GQ896104,,GQ896030,
Sauria,Urosaurus clarionensis,5,,,,JN648382,,,,,JN648462,JN648422,JN648442,,,,,JN648482,
Sauria,Urosaurus gadovi,5,,,,JN648391,,,,,JN648471,JN648431,JN648451,,,,,JN648491,
Sauria,Urosaurus graciosus,9,L41433,L41484,,JN648393,,,,EF653310,AF049862,AF049862,JN648452,,,GQ896105,,JN648493,
Sauria,Urosaurus irregularis,0,,,,,,,,,,,,,,,,,
Sauria,Urosaurus lahtelai,6,,,,JN648385,,,,EF653309,JN648465,JN648425,JN648445,,,,,JN648485,
Sauria,Urosaurus nigricaudus,11,GQ464577,L41486,,JN648388,,,KP091282,EF653299,JN648468,JN648428,JN648446,,,GQ896106,GQ464689,GQ464745,
Sauria,Urosaurus ornatus,12,AF194247,L41487,,JN648390,KP820737,,,GQ272800,EU543776,EU543776,JN648449,KP820630,,GQ896107,KP820533,GQ896033,
Sauria,Urostrophus gallardoi,5,AF338325,,,,,,JN112791,,AF528735,AF528735,,,,,,JN112661,
Sauria,Urostrophus vautieri,12,,KM517592,,HQ876219,JF806074,KM517717,,KM517714,AF528734,AF528734,KM517830,JF804576,,JN880890,HQ876330,HQ876435,
Sauria,Uta encantadae,0,,,,,,,,,,,,,,,,,
Sauria,Uta lowei,0,,,,,,,,,,,,,,,,,
Sauria,Uta nolascensis,0,,,,,,,,,,,,,,,,,
Sauria,Uta palmeri,5,L41437,L41488,,,,,,U46720,,,,,,GQ896108,,GQ896034,
Sauria,Uta squamata,6,,,,JN648394,,,,GQ272791,JN648474,JN648434,JN648454,,,,,JN648494,
Sauria,Uta stansburiana,13,GQ464578,L41489,,JF806031,JF806075,AF315389,,GQ272815,EU543775,EU543775,JN648455,JF804577,,JN880891,JF804610,DQ385422,
Sauria,Uta tumidarostra,0,,,,,,,,,,,,,,,,,
Sauria,Uvidicolus sphyrurus,7,,GU460143,,,,JQ945627,,GQ865776,,GU459944,,,GU459745,,,GU459543,JQ945521
Sauria,Vanzosaura multiscutatus,0,,,,,,,,,,,,,,,,,
Sauria,Vanzosaura rubricauda,4,AF420699,AF420716,,,,AF420839,,,,,EU620442,,,,,,
Sauria,Vanzosaura savanicola,0,,,,,,,,,,,,,,,,,
Sauria,Varanus acanthurus,10,AF004477,,,JQ844998,JQ844952,,,,AF407488,AF407488,DQ525099,JQ844905,,JN880892,HQ876342,GU457983,
Sauria,Varanus albigularis,6,AF004479,,,JQ845033,,,,,HQ234911,HQ234911,,JQ844940,,,,JN673356,
Sauria,Varanus auffenbergi,0,,,,,,,,,,,,,,,,,
Sauria,Varanus bangonorum,0,,,,,,,,,,,,,,,,,
Sauria,Varanus baritji,6,,,,JQ844999,JQ844953,,,,AF407489,AF407489,DQ525105,JQ844906,,,,,
Sauria,Varanus beccarii,3,,EF193664,,,,,,,AF407490,AF407490,,,,,,,
Sauria,Varanus bengalensis,7,GU219858,EU621808,,,,,KF766939,KF766940,AF407491,JN673345,,,,,,JN673357,
Sauria,Varanus bitatawa,3,,,,,,,,,HM017192,JQ413244,,,,KC795234,,,
Sauria,Varanus boehmei,1,,EF193666,,,,,,,,,,,,,,,
Sauria,Varanus bogerti,0,,,,,,,,,,,,,,,,,
Sauria,Varanus brevicauda,7,AF004483,,,JQ845000,JQ844954,,,,AY264940,AY264940,DQ525115,JQ844907,,,,,
Sauria,Varanus bushi,4,,,,JQ845001,JQ844955,,,,,EU920129,,JQ844908,,,,,
Sauria,Varanus caerulivirens,1,,EF193667,,,,,,,,,,,,,,,
Sauria,Varanus caudolineatus,6,,,,JQ845002,JQ844956,,,,HQ234913,HQ234913,DQ631874,JQ844909,,,,,
Sauria,Varanus cerambonensis,1,,EF193653,,,,,,,,,,,,,,,
Sauria,Varanus cumingi,3,,,,,,,,,AF407523,AF407523,,,,KC795227,,,
Sauria,Varanus dalubhasa,0,,,,,,,,,,,,,,,,,
Sauria,Varanus doreanus,6,,EF193654,,JQ845034,JQ844987,,,,AF407493,AF407493,,JQ844941,,,,,
Sauria,Varanus dumerilii,11,GU219860,,GU797443,JQ845035,JQ844988,,,GU476597,AF407494,AF407494,,JQ844942,,,DQ119619,AY487354,DQ119637
Sauria,Varanus eremius,7,AF004488,,,JQ845003,JQ844957,,,,AF407495,AF407495,DQ525113,JQ844910,,,,,
Sauria,Varanus exanthematicus,11,,,,GU457861,JQ844958,JN090143,,AB301968,AF407496,AF407496,DQ525176,JQ844911,,JN880893,JF804611,GU457984,
Sauria,Varanus finschi,2,,EF193669,,,,,,,,,,,,KC795232,,,
Sauria,Varanus flavescens,2,,,,,,,,,AF407497,AF407497,,,,,,,
Sauria,Varanus giganteus,7,AF004489,,,JQ845005,JQ844959,,,,AF407498,AF407498,DQ525159,JQ844912,,,,,
Sauria,Varanus gilleni,6,,,,JQ845006,JQ844960,,,,AF407499,AF407499,DQ631870,JQ844913,,,,,
Sauria,Varanus glauerti,6,,,,JQ845007,JQ844961,,,,AF407500,AF407500,DQ525121,JQ844914,,,,,
Sauria,Varanus glebopalma,6,,,,JQ845008,JQ844962,,,,AF407501,AF407501,DQ525130,JQ844915,,,,,
Sauria,Varanus gouldii,7,AF004491,,,JQ845009,JQ844963,,,,AF407502,AF407502,DQ329287,JQ844916,,,,,
Sauria,Varanus griseus,3,,,,,,,,,U71334,JN673349,,,,,,AY662608,
Sauria,Varanus hamersleyensis,0,,,,,,,,,,,,,,,,,
Sauria,Varanus indicus,8,AF004493,EF193675,,JQ845010,JQ844964,,,,AF407505,AF407505,DQ525163,JQ844917,,,,,
Sauria,Varanus jobiensis,6,,EF193656,,JQ845031,JQ844985,,,,AF407507,AF407507,,JQ844938,,,,,
Sauria,Varanus juxtindicus,0,,,,,,,,,,,,,,,,,
Sauria,Varanus keithhornei,7,,EF193676,,JQ845011,JQ844965,,,,AF407508,AF407508,DQ525168,JQ844918,,,,,
Sauria,Varanus kingorum,6,,,,JQ845012,JQ844966,,,,AF407509,AF407509,DQ525169,JQ844919,,,,,
Sauria,Varanus komodoensis,10,AB080275,AB080275,,JQ845013,JQ844967,,AB080275,AB080276,AF407510,AF407510,AB080276,JQ844920,,,,,
Sauria,Varanus kordensis,1,,EF193678,,,,,,,,,,,,,,,
Sauria,Varanus lirungensis,0,,,,,,,,,,,,,,,,,
Sauria,Varanus mabitang,0,,,,,,,,,,,,,,,,,
Sauria,Varanus macraei,1,,EF193683,,,,,,,,,,,,,,,
Sauria,Varanus marmoratus,4,,EF193690,,,,,,,AY264942,AY264942,,,,KC795231,,,
Sauria,Varanus melinus,3,,EF193657,,,,,,,AF407511,AF407511,,,,,,,
Sauria,Varanus mertensi,7,AF004497,,,JQ845014,JQ844968,,,,AF407512,AF407512,DQ525157,JQ844921,,,,,
Sauria,Varanus mitchelli,7,AF004499,,,JQ845015,JQ844969,,,,AF407513,AF407513,DQ525127,JQ844922,,,,,
Sauria,Varanus nebulosus,4,,,,,,,,EU145735,AF407492,AF407492,,,,KC795236,,,
Sauria,Varanus niloticus,11,NC_008778,NC_008778,,JQ845016,JQ844970,,KJ192999,NC_008778,AF407514,AF407514,AB185327,JQ844923,,,,JN673364,
Sauria,Varanus nuchalis,3,,,,,,,,,JX677635,JX677739,,,,KC795221,,,
Sauria,Varanus obor,0,,,,,,,,,,,,,,,,,
Sauria,Varanus olivaceus,4,AF004503,,,,,,,,AF407515,AF407515,,,,KC795237,,,
Sauria,Varanus ornatus,0,,,,,,,,,,,,,,,,,
Sauria,Varanus palawanensis,3,,,,,,,,,JX677601,JX677708,,,,KC795177,,,
Sauria,Varanus panoptes,7,,EF193684,,JQ845017,JQ844971,,,,AF407517,EU920106,DQ525147,JQ844924,,,,,
Sauria,Varanus pilbarensis,7,AF004505,,,JQ845019,JQ844973,,,,AF407518,AF407518,DQ525123,JQ844926,,,,,
Sauria,Varanus prasinus,9,AF004507,EF193688,,JQ845020,JQ844974,EU366456,,,AF407519,AF407519,DQ525171,JQ844927,,,,,
Sauria,Varanus primordius,6,,,,JQ845021,JQ844975,,,,AF407520,AF407520,DQ525112,JQ844928,,,,,
Sauria,Varanus rainerguentheri,1,,EF193659,,,,,,,,,,,,,,,
Sauria,Varanus rasmusseni,0,,,,,,,,,,,,,,,,,
Sauria,Varanus reisingeri,0,,,,,,,,,,,,,,,,,
Sauria,Varanus rosenbergi,7,,,,JQ845022,JQ844976,AF039480,,,AY264941,AY264941,DQ329317,JQ844929,,,,,
Sauria,Varanus rudicollis,7,GU219862,,,JQ845036,JQ844989,,,GU476599,AF407521,AF407521,,JQ844943,,,,,
Sauria,Varanus salvadorii,7,AF004509,,,JQ845023,JQ844977,,,,AF407522,AF407522,AY033777,JQ844930,,,,,
Sauria,Varanus salvator,14,NC_010974,NC_010974,,JQ845024,JQ844978,AF435017,EU621817,EU747731,JX677578,JX677693,EU747731,JQ844931,,JN880894,JN568500,EU402828,
Sauria,Varanus samarensis,0,,,,,,,,,,,,,,,,,
Sauria,Varanus scalaris,6,,,,JQ845025,JQ844979,,,,AF407527,AF407527,DQ525131,JQ844932,,,,,
Sauria,Varanus semiremex,6,,,,JQ845026,JQ844980,,,,AF407529,AF407529,DQ525125,JQ844933,,,,,
Sauria,Varanus similis,0,,,,,,,,,,,,,,,,,
Sauria,Varanus spenceri,6,,,,JQ845027,JQ844981,,,,AF407530,AF407530,DQ525155,JQ844934,,,,,
Sauria,Varanus spinulosus,0,,,,,,,,,,,,,,,,,
Sauria,Varanus storri,6,,,,JQ845028,JQ844982,,,,AF407531,AF407531,DQ631868,JQ844935,,,,,
Sauria,Varanus telenesetes,0,,,,,,,,,,,,,,,,,
Sauria,Varanus timorensis,7,AF004513,,,JQ845029,JQ844983,,,,AF407532,AF407532,DQ525136,JQ844936,,,,,
Sauria,Varanus togianus,3,,,,,,,,,AF407524,AF407524,,,,KC795220,,,
Sauria,Varanus tristis,7,AF004515,,,JQ845030,JQ844984,,,,AF407533,AF407533,DQ525117,JQ844937,,,,,
Sauria,Varanus varius,7,AF004517,,,JQ845032,JQ844986,,,,AF407534,AF407534,DQ329285,JQ844939,,,,,
Sauria,Varanus yemenensis,2,,,,,,,,,,JN673354,,,,,,JN673367,
Sauria,Varanus yuwonoi,3,,EF193658,,,,,,,AF407535,AF407535,,,,,,,
Sauria,Varanus zugorum,0,,,,,,,,,,,,,,,,,
Sauria,Varzea altamazonica,4,DQ368663,,,,,,,EU515212,,,,,,,KJ492981,,KJ493001
Sauria,Varzea bistriata,5,DQ239253,JN227596,,,,DQ238997,,EU443105,,,,,,,KJ492984,,
Sauria,Vhembelacerta rupicola,8,JX962886,JX962907,,,,JX962924,,JX962941,,,HF547727,,,JX963010,,JX963031,JX963048
Sauria,Vietnascincus rugosus,0,,,,,,,,,,,,,,,,,
Sauria,Voeltzkowia fierinensis,8,AY315516,AY315563,,FJ667658,,FJ667687,JQ909620,,AY315612,,,,FJ667716,,,,FJ667745
Sauria,Voeltzkowia lineata,9,AY391140,AY391158,,FJ667659,,AY391194,JQ909621,AY391176,AY315614,,,,FJ667717,,,,FJ667746
Sauria,Voeltzkowia mira,0,,,,,,,,,,,,,,,,,
Sauria,Voeltzkowia petiti,1,,,,,,,JQ909622,,,,,,,,,,
Sauria,Voeltzkowia rubrocaudata,4,,,,HM160672,,,,,HM160863,,,,,,HM161145,HM161241,
Sauria,Woodworthia brunneus,4,,GU460033,,,,,,,,GU459838,,,GU459637,,,GU459435,
Sauria,Woodworthia chrysosireticus,4,,GU460038,,,,,,,,GU459841,,,GU459641,,,GU459438,
Sauria,Woodworthia maculatus,7,,HM542437,,,,JQ945628,,,,GU459847,JQ398454,,GU459660,,,GU459458,JQ945522
Sauria,Xantusia arizonae,8,,KC621425,,,,EU116782,,EU116612,AF404752,AF404752,KC621582,EU108127,,,,EU108633,
Sauria,Xantusia bezyi,9,AY140984,KC621428,,,,EU116786,,EU116616,AF404751,AF404751,KC621492,EU108131,,,,EU108637,
Sauria,Xantusia bolsonae,8,GQ850667,KC621431,,,,EU116788,,EU116618,,EU130259,KC621589,EU108133,,,,EU108639,
Sauria,Xantusia extorris,6,,KC621433,,,,EU116790,,GQ866852,,,KC621590,EU108135,,,,EU108641,
Sauria,Xantusia gilberti,7,,KC621434,,,,EU116791,,EU116621,,EU130261,AY584447,EU108136,,,,EU108642,
Sauria,Xantusia gracilis,6,,KC621436,,,,EU116793,,EU116623,,,AY584464,EU108138,,,,EU108644,
Sauria,Xantusia henshawi,10,AY140983,KC621437,,,,EU116794,,DQ090885,AF404750,AF404750,KC621592,EU108139,,,DQ119609,EU108645,
Sauria,Xantusia jaycolei,2,,KC621454,,,,,,,,,KC621493,,,,,,
Sauria,Xantusia riversiana,8,GQ850668,KC621449,,,,EU116806,,EU116636,,EU130263,KC621593,EU108151,,,,EU108657,
Sauria,Xantusia sanchezi,6,,KC621451,,,,EU116808,,EU116638,,,KC621602,EU108153,,,,EU108659,
Sauria,Xantusia sherbrookei,1,,KC621439,,,,,,,,,,,,,,,
Sauria,Xantusia sierrae,7,,KC621453,,,,EU116810,,EU116640,,EU130280,AY584373,EU108155,,,,EU108661,
Sauria,Xantusia vigilis,16,AY218042,AY217993,,HM160673,EU402675,EU116835,DQ249081,EU116662,U71328,EU130279,KC621604,EU108180,HQ426258,JN880895,HQ876351,AY662642,DQ119626
Sauria,Xantusia wigginsi,7,,KC621460,,,,EU116842,,EU116673,,EU130293,AY584451,EU108187,,,,EU108694,
Sauria,Xenagama batillifera,4,,KC503829,,,,JX838990,,,,AB113825,JX857572,,,,,,
Sauria,Xenagama taylori,11,DQ008215,KC503832,,,,JX838994,NC_008065,DQ008215,NC_008065,NC_008065,DQ008215,JX839254,,,JX839174,KP994938,
Sauria,Xenagama wilmsi,2,,KC503833,,,,,,,,,,,,,,KP994940,
Sauria,Xenagama zonura,0,,,,,,,,,,,,,,,,,
Sauria,Xenosaurus agrenon,0,,,,,,,,,,,,,,,,,
Sauria,Xenosaurus grandis,9,,,,GU457858,GU457890,AY662567,,,U71333,U71333,,GU456014,,JN880898,JN703069,AY662607,
Sauria,Xenosaurus mendozai,0,,,,,,,,,,,,,,,,,
Sauria,Xenosaurus newmanorum,0,,,,,,,,,,,,,,,,,
Sauria,Xenosaurus penai,0,,,,,,,,,,,,,,,,,
Sauria,Xenosaurus phalaroanthereon,0,,,,,,,,,,,,,,,,,
Sauria,Xenosaurus platyceps,7,,DQ990972,,EU402617,EU402672,,,,,,,EU390901,,JN880899,HQ876339,EU402827,
Sauria,Xenosaurus rackhami,0,,,,,,,,,,,,,,,,,
Sauria,Xenosaurus rectocollaris,0,,,,,,,,,,,,,,,,,
Sauria,Xenosaurus tzacualtipantecus,0,,,,,,,,,,,,,,,,,
Sauria,Zonosaurus aeneus,9,KC515103,KC515131,,,,KC515184,JQ909624,DQ004418,KC515236,,,EU571567,KC515291,,,,KC515317
Sauria,Zonosaurus anelanelany,7,KC515104,KC515132,,,,EU571662,,EU571497,KC515237,,,EU571570,,,,,KC515318
Sauria,Zonosaurus bemaraha,9,KC515105,KC515133,,,,KC515185,JQ909625,DQ090877,KC515238,,,EU571572,KC515292,,,,KC515319
Sauria,Zonosaurus boettgeri,3,,,,,,DQ100136,,DQ090876,,,,EU571573,,,,,
Sauria,Zonosaurus brygooi,9,KC515106,KC515134,,,,EU571668,JQ909626,DQ090878,KC515239,,,EU571578,KC515293,,,,KC515320
Sauria,Zonosaurus haraldmeieri,9,KC515108,KC515136,,,,KC515187,JQ909627,DQ004450,KC515241,,,EU571583,KC515295,,,,KC515322
Sauria,Zonosaurus karsteni,8,KC515109,AJ416926,,,,KC515188,,DQ004407,KC515242,,,EU571590,KC515296,,,,KC515323
Sauria,Zonosaurus laticaudatus,11,KC515110,KC515138,,,,KC515189,JQ909628,DQ004437,KC515244,AY167406,,EU571597,KC515297,KC954116,,,KC515324
Sauria,Zonosaurus madagascariensis,11,KC515113,KC515140,,JQ073064,,KC515194,JQ909631,DQ004447,KC515248,,,EU571616,KC515300,,,JQ073185,KC515326
Sauria,Zonosaurus maramaintso,0,,,,,,,,,,,,,,,,,
Sauria,Zonosaurus maximus,8,KC515116,KC515144,,,,KC515195,JQ909632,KC515221,KC515249,,,,KC515303,,,,KC515330
Sauria,Zonosaurus ornatus,14,KC515118,KC515146,,JN654807,JN654826,KC515196,JQ909633,DQ004413,KC515251,,,EU571623,KC515305,JN880900,JN568497,JN614040,KC515331
Sauria,Zonosaurus quadrilineatus,9,KC515119,KC515147,,,,KC515198,JQ909634,EU571535,KC515252,,,EU571626,KC515306,,,,KC515333
Sauria,Zonosaurus rufipes,9,KC515121,AJ416931,,,,KC515199,JQ909635,DQ004458,KC515254,,,EU571630,KC515308,,,,KC515334
Sauria,Zonosaurus subunicolor,9,KC515122,KC515148,,,,KC515201,JQ909636,DQ004430,KC515255,,,EU571635,KC515309,,,,KC515336
Sauria,Zonosaurus trilineatus,8,KC515123,KC515149,,,,KC515202,,DQ004427,KC515256,,,EU571638,KC515310,,,,KC515337
Sauria,Zonosaurus tsingy,9,KC515124,KC515150,,,,KC515204,JQ909637,DQ004461,KC515257,,,EU571645,KC515311,,,,KC515338
Sauria,Zootoca vivipara,9,KM401599,KM401599,,,,EF632292,KM401599,KM401599,KM401599,KM401599,KM401599,,,,,EF632249,
Serpentes,Acanthophis antarcticus,2,,,,,,,,AF217813,,,AY340162,,,,,,
Serpentes,Acanthophis hawkei,0,,,,,,,,,,,,,,,,,
Serpentes,Acanthophis laevis,0,,,,,,,,,,,,,,,,,
Serpentes,Acanthophis praelongus,6,EU547112,EU547161,,,,EU546926,,EU547063,,,AY340164,,,,,EU546887,
Serpentes,Acanthophis pyrrhus,2,,,,,,,,AY340139,,,AY340168,,,,,,
Serpentes,Acanthophis rugosus,2,,,,,,,,AY340130,,,AY340159,,,,,,
Serpentes,Acanthophis wellsi,2,,,,,,,,AY340140,,,AY340169,,,,,,
Serpentes,Achalinus ater,0,,,,,,,,,,,,,,,,,
Serpentes,Achalinus formosanus,0,,,,,,,,,,,,,,,,,
Serpentes,Achalinus hainanus,0,,,,,,,,,,,,,,,,,
Serpentes,Achalinus jinggangensis,0,,,,,,,,,,,,,,,,,
Serpentes,Achalinus meiguensis,7,NC_011576,NC_011576,,,,,NC_011576,FJ424614,NC_011576,NC_011576,FJ424614,,,,,,
Serpentes,Achalinus niger,0,,,,,,,,,,,,,,,,,
Serpentes,Achalinus rufescens,1,,,,,,,,,,,U49319,,,,,,
Serpentes,Achalinus spinalis,0,,,,,,,,,,,,,,,,,
Serpentes,Achalinus werneri,0,,,,,,,,,,,,,,,,,
Serpentes,Acrantophis dumerili,8,EU403569,AY336061,,AY988032,,AY099963,JQ909242,EU403574,,,,AY988049,,,,AY988066,
Serpentes,Acrantophis madagascariensis,10,AF368058,EU419783,FJ434052,JQ073071,,AF544707,JQ909243,U69736,,,,,,,FJ433927,JQ073192,FJ433903
Serpentes,Acrochordus arafurae,3,,,,,,HM234059,,,,,HM234056,,,,,HM234062,
Serpentes,Acrochordus granulatus,15,AB177879,AB177879,EF143995,EU402621,EU402676,HM234057,AB177879,NC_007400,NC_007400,NC_007400,AB177879,FJ434082,,,EF144065,EU402831,EF144093
Serpentes,Acrochordus javanicus,7,AF512745,AF512745,,AY988036,,HM234058,,,,,HM234055,AY988053,,,,AY988070,
Serpentes,Acutotyphlops banaorum,0,,,,,,,,,,,,,,,,,
Serpentes,Acutotyphlops infralabialis,0,,,,,,,,,,,,,,,,,
Serpentes,Acutotyphlops kunuaensis,5,,,GU902339,GU902419,GU902499,,,,,,,GU902590,,,,GU902669,
Serpentes,Acutotyphlops solomonis,0,,,,,,,,,,,,,,,,,
Serpentes,Acutotyphlops subocularis,9,KF993037,KF993127,GU902338,GU902418,GU902498,,,JQ910524,,,,GU902589,,JQ910414,,GU902668,
Serpentes,Adelophis copei,0,,,,,,,,,,,,,,,,,
Serpentes,Adelophis foxi,7,,,,KF258601,,,,AF420069,AF420070,AF420071,AF420072,KF234031,,,KF234048,,
Serpentes,Adelphicos daryi,0,,,,,,,,,,,,,,,,,
Serpentes,Adelphicos ibarrorum,0,,,,,,,,,,,,,,,,,
Serpentes,Adelphicos latifasciatum,0,,,,,,,,,,,,,,,,,
Serpentes,Adelphicos nigrilatum,0,,,,,,,,,,,,,,,,,
Serpentes,Adelphicos quadrivirgatum,2,,,,,,GQ895796,,GQ895853,,,,,,,,,
Serpentes,Adelphicos veraepacis,0,,,,,,,,,,,,,,,,,
Serpentes,Aeluroglena cucullata,0,,,,,,,,,,,,,,,,,
Serpentes,Afronatrix anoscopus,10,,,,EU402622,EU402677,AF471123,,AF420073,AF420074,AF420075,AF420076,,,JN880800,JN703082,EU402832,
Serpentes,Afrotyphlops angeli,0,,,,,,,,,,,,,,,,,
Serpentes,Afrotyphlops angolensis,5,,,GU902312,GU902389,GU902469,,,,,,,GU902562,,,,GU902639,
Serpentes,Afrotyphlops anomalus,0,,,,,,,,,,,,,,,,,
Serpentes,Afrotyphlops bibronii,5,,,GU902370,GU902450,GU902528,,,,,,,GU902620,,,,GU902696,
