Taxon,Species,Genes,12S,16S,AMEL,BDNF,BMP2,CMOS,COI,CYTB,ND1,ND2,ND4,NT3,PDC,PRLR,R35,RAG1,RAG2
Sauria,Teius suquiensis,0,,,,,,,,,,,,,,,,,
Sauria,Teius teyou,8,AY046461,AY046503,,JN654803,,,,,,JN700172,AF026170,JN568323,,,JN568511,JN654865,
Sauria,Tenuidactylus bogdanovi,0,,,,,,,,,,,,,,,,,
Sauria,Tenuidactylus caspius,7,EU589164,,,,,JQ945620,,EU589187,,JX041448,,,KC152012,,,JQ945340,JQ945514
Sauria,Tenuidactylus dadunensis,0,,,,,,,,,,,,,,,,,
Sauria,Tenuidactylus elongatus,5,AF323512,,,,,AY172925,,,,JX440516,,,JX440626,,,JX440677,
Sauria,Tenuidactylus fedtschenkoi,3,,,,,,,,,,KC151989,,,KC152013,,,KC152040,
Sauria,Tenuidactylus longipes,7,EU589170,,,,,JQ945621,,EU589193,,JX041449,,,KC152014,,,JQ945341,JQ945515
Sauria,Tenuidactylus turcmenicus,0,,,,,,,,,,,,,,,,,
Sauria,Tenuidactylus voraginosus,0,,,,,,,,,,,,,,,,,
Sauria,Teratoscincus bedriagai,0,,,,,,,,,,,,,,,,,
Sauria,Teratoscincus microlepis,8,KC190728,KC190933,,,,KC191041,,,AF114250,AF114250,,,EF534842,,,EF534800,KC191151
Sauria,Teratoscincus przewalskii,6,,,,,,AY172947,,,U71326,JX041452,,,HQ426246,,,AY662624,HQ426507
Sauria,Teratoscincus roborowskii,11,DQ852714,KC190932,,,,KC191040,KP115216,KM487696,AF114252,AF114252,KM487696,,EF534841,,,EF534799,KC191150
Sauria,Teratoscincus scincus,16,KC190726,KC190931,,HM160670,JN654824,KC191039,NC_007008,KF258129,AF114251,AF114251,NC_007008,JN568327,EF534843,JN880881,HQ876374,HM161239,KC191149
Sauria,Teratoscincus toksunicus,0,,,,,,,,,,,,,,,,,
Sauria,Tetradactylus africanus,0,,,,,,,,,,,,,,,,,
Sauria,Tetradactylus breyeri,0,,,,,,,,,,,,,,,,,
Sauria,Tetradactylus eastwoodae,0,,,,,,,,,,,,,,,,,
Sauria,Tetradactylus ellenbergeri,0,,,,,,,,,,,,,,,,,
Sauria,Tetradactylus seps,5,AF236040,AY167369,,,,,,AY167386,,KF717461,,,,KC954122,,,
Sauria,Tetradactylus tetradactylus,5,AY167354,AY167371,,,,,,AY167388,,AY167405,,,,KC954124,,,
Sauria,Tetradactylus udzungwensis,0,,,,,,,,,,,,,,,,,
Sauria,Teuchocercus keyi,0,,,,,,,,,,,,,,,,,
Sauria,Thaumatorhynchus brooksi,0,,,,,,,,,,,,,,,,,
Sauria,Thecadactylus oskrobapreinorum,0,,,,,,,,,,,,,,,,,
Sauria,Thecadactylus rapicauda,6,,,,,,EU293687,,AY604512,,JX041456,,,EU293710,,,EU293643,EU293732
Sauria,Thecadactylus solimoensis,5,,,,,,HQ426590,,,,JX041457,,,HQ426248,,,EU293644,EU293734
Sauria,Tiliqua adelaidensis,3,AY169573,AY169610,,,,,,,,,AY169648,,,,,,
Sauria,Tiliqua gigas,6,AY218015,AY217965,,,,AY217862,,AY217811,,HM229469,,,HM229601,,,,
Sauria,Tiliqua multifasciata,0,,,,,,,,,,,,,,,,,
Sauria,Tiliqua nigrolutea,2,AB057376,AB057391,,,,,,,,,,,,,,,
Sauria,Tiliqua occipitalis,2,,,,HQ655192,,HQ655225,,,,,,,,,,,
Sauria,Tiliqua rugosa,7,AY308470,AY308319,,,,EF534941,,,,JX041462,,,EF534856,,,EF534815,EF534983
Sauria,Tiliqua scincoides,9,AF090187,AF544824,,JN654804,,AF039462,,,,DQ675249,KM211512,JN568330,,,JN568504,JN654866,
Sauria,Timon lepidus,8,AF206595,AF206595,,,,EF632290,AF206569,GQ142119,,DQ902256,DQ902321,,,,,EF632247,
Sauria,Timon pater,5,AF206596,AF206596,,,,EU365409,AF206574,AF206547,,,,,,,,,
Sauria,Timon princeps,4,EF422433,AF080384,,,,JQ425829,,AF080383,,,,,,,,,
Sauria,Timon tangitanus,7,AF378946,HQ605786,,,,HQ605871,,DQ902144,,DQ902257,DQ902325,,,,,HQ616537,
Sauria,Toropuku stephensi,4,,GU459981,,,,,,,,GU459784,,,GU459583,,,GU459381,
Sauria,Tracheloptychus madagascariensis,11,KC515100,KC515127,,JQ073065,,KC515181,JQ909587,DQ004421,KC515233,,,EU571548,KC515288,,,JQ073186,KC515313
Sauria,Tracheloptychus petersi,13,KC515102,KC515129,,,,KC515182,JQ909588,DQ004424,KC515235,AY167407,KC621500,EU108032,KC515289,KC954115,,EU108540,KC515315
Sauria,Trachylepis acutilabris,8,DQ239262,KC345401,,KC345178,,DQ239020,,DQ239181,KC345060,,,,KC345231,KC345122,,,
Sauria,Trachylepis affinis,4,AF153554,AB028819,,,,,,AF153587,,,HM142171,,,,,,
Sauria,Trachylepis albilabris,2,AY159102,AB057396,,,,,,,,,,,,,,,
Sauria,Trachylepis angolensis,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis atlantica,4,DQ239235,DQ238913,,,,DQ238994,,DQ239153,,,,,,,,,
Sauria,Trachylepis aurata,6,AY159041,AY159070,,,,,,KC143219,AY607274,AY607274,,,,,,AY662629,
Sauria,Trachylepis aureopunctata,10,DQ239200,AB057404,,KC345163,,DQ238959,JQ909590,DQ239119,KC345036,,,,KC345265,KC345109,,JQ073204,
Sauria,Trachylepis bayonii,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis bensonii,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis betsileana,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis binotata,6,KC345345,KC345405,,KC345182,,KC345292,,,KC345064,,,,KC345235,,,,
Sauria,Trachylepis bocagii,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis boettgeri,9,KC345359,KC345418,,KC345196,,DQ238960,JQ909591,DQ239120,KC345068,,,,KC345249,KC345137,,,
Sauria,Trachylepis boulengeri,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis brauni,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis brevicollis,3,AY907712,AY907714,,,,,,AY907716,,,,,,,,,
Sauria,Trachylepis buettneri,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis capensis,10,DQ239259,KC345411,,KC345189,,DQ239017,DQ249079,DQ239178,KC345071,,,,KC345242,KC345131,,JQ073206,
Sauria,Trachylepis chimbana,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis comorensis,9,KC345356,KC345415,,KC345193,,KC345299,KF604884,HM192704,KC345073,,,,KC345246,KC345134,,,
Sauria,Trachylepis cristinae,2,JQ598771,JQ598784,,,,,,,,,,,,,,,
Sauria,Trachylepis depressa,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis dichroma,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis dumasi,8,DQ239202,KC345433,,,,DQ238961,JQ909592,DQ239121,KC345093,,,,KC345264,KC345150,,,
Sauria,Trachylepis elegans,10,DQ239203,AB057395,,KC345174,,DQ238962,JQ909595,DQ239122,KC345049,,AF228555,,KC345227,KC345119,,,
Sauria,Trachylepis ferrarai,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis gravenhorstii,10,DQ239204,KC345425,,KC345203,,DQ238963,JQ909598,DQ239123,KC345042,,,,KC345258,KC345145,,JQ073205,
Sauria,Trachylepis hemmingi,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis hildebrandtii,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis hoeschi,8,AY218013,KC345407,,KC345184,,AY217860,,AY217809,KC345066,,,,KC345237,KC345126,,,
Sauria,Trachylepis homalocephala,6,DQ239197,DQ238875,,,,DQ238956,,DQ239116,,GU931549,,,,,,GU931617,
Sauria,Trachylepis infralineata,1,,,,,,,,HM192728,,,,,,,,,
Sauria,Trachylepis irregularis,2,AY070329,AF153571,,,,,,,,,,,,,,,
Sauria,Trachylepis ivensii,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis lacertiformis,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis laevis,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis lavarambo,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis loluiensis,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis maculata,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis maculilabris,9,KC345358,AB057397,,KC345195,,KC345301,AF280204,AY997759,KC345077,,,,KC345248,KC345136,,,
Sauria,Trachylepis madagascariensis,9,DQ239205,KC345398,,KC345175,,DQ238964,JQ909599,DQ239124,KC345057,,,,KC345228,KC345120,,,
Sauria,Trachylepis makolowodei,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis margaritifera,4,AF280136,AF153575,,,,,AF280202,AF280268,,,,,,,,,
Sauria,Trachylepis megalura,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis mekuana,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis mlanjensis,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis nancycoutuae,7,KC345328,KC345387,,KC345164,,,JQ909600,,KC345046,,,,KC345217,KC345110,,,
Sauria,Trachylepis nganghae,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis occidentalis,6,DQ239263,HQ180020,,,,DQ239021,HQ180047,DQ239182,,,,,,,,HQ180101,
Sauria,Trachylepis ozorii,1,,,,,,,,HM192747,,,,,,,,,
Sauria,Trachylepis pendeana,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis perrotetii,10,AY169571,AB057401,,HM160591,,DQ238984,,DQ239146,HM160782,JF498207,AY169646,,,,JF498450,HM161160,
Sauria,Trachylepis planifrons,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis polytropis,2,AB057385,AB057400,,,,,,,,,,,,,,,
Sauria,Trachylepis pulcherrima,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis punctatissima,6,DQ249023,DQ249034,,,,DQ249068,DQ249080,DQ249100,,,,,,,,DQ249132,
Sauria,Trachylepis punctulata,2,,,,,,,,,,JX568085,,,,,,JX568135,
Sauria,Trachylepis quinquetaeniata,10,DQ239229,KC621335,,JN654805,,DQ239022,,EU443143,,,AF228557,EU108028,,JN880883,JN568510,JN654867,
Sauria,Trachylepis rodenburgi,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis sechellensis,8,KC345363,KC345421,,KC345200,,AY818789,,AF280134,KC345081,,,,KC345253,KC345141,,,
Sauria,Trachylepis septemtaeniata,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis socotrana,4,AY159063,JQ598787,,,,,AF280207,AF280273,,,,,,,,,
Sauria,Trachylepis sparsa,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis spilogaster,4,AY218009,AY217959,,,,AY217856,,AY217805,,,,,,,,,
Sauria,Trachylepis striata,10,AY218016,KC345419,,KC345197,,AY217863,,AY217812,KC345079,GU931600,,,KC345238,KC345138,,GU931681,
Sauria,Trachylepis sulcata,10,KC345343,KC345403,,KC345180,,KC345291,,AY151492,KC345062,HQ829770,,,KC345233,KC345123,,GU931665,
Sauria,Trachylepis tandrefana,7,KC345321,KC345381,,KC345157,,KC345273,,,KC345039,,,,KC345210,KC345103,,,
Sauria,Trachylepis tavaratra,8,KC345377,KC345439,,KC345205,,KC345317,JQ909603,,KC345099,,,,KC345270,KC345155,,,
Sauria,Trachylepis tessellata,2,JQ598776,JQ598789,,,,,,,,,,,,,,,
Sauria,Trachylepis varia,10,KC345351,KC345420,,KC345198,,KC345297,,HM192743,KC345070,GU931604,,,KC345251,KC345139,,GU931671,
Sauria,Trachylepis variegata,6,DQ239260,DQ238938,,,,DQ239018,,DQ239179,,JX568100,,,,,,JX568152,
Sauria,Trachylepis vato,9,DQ239206,KC345435,,KC345171,,DQ238965,JQ909604,DQ239125,KC345095,,,,KC345266,KC345151,,,
Sauria,Trachylepis vezo,5,KC345375,KC345437,,,,,,,KC345097,,,,KC345268,KC345153,,,
Sauria,Trachylepis vittata,3,AY159069,AY159098,,,,,,EU443142,,,,,,,,,
Sauria,Trachylepis volamenaloha,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis wingati,0,,,,,,,,,,,,,,,,,
Sauria,Trachylepis wrightii,8,KC345357,KC345416,,KC345194,,AY818788,,AF280135,KC345076,,,,KC345247,KC345135,,,
Sauria,Trapelus agilis,8,,HQ901110,,JF806016,JF806052,,,,AF128509,AF128509,,JF804572,,,JF804606,JF806201,
Sauria,Trapelus agnetae,1,,JX668220,,,,,,,,,,,,,,,
Sauria,Trapelus boehmei,5,,HQ901112,,,,JX838989,,,,,JX857619,JX839250,,,JX839169,,
Sauria,Trapelus flavimaculatus,1,,,,,,,,,,AB201529,,,,,,,
Sauria,Trapelus jayakari,0,,,,,,,,,,,,,,,,,
Sauria,Trapelus megalonyx,0,,,,,,,,,,,,,,,,,
Sauria,Trapelus mutabilis,4,,HQ901115,,,,,,,,AB201460,GU128501,,,,JX839170,,
Sauria,Trapelus rubrigularis,0,,,,,,,,,,,,,,,,,
Sauria,Trapelus ruderatus,4,,HQ901120,,,,,,,AF128508,AF128508,,,,,,FJ356736,
Sauria,Trapelus sanguinolentus,7,AY053764,AY053886,,,,,,AY053997,AF128511,AF128511,KF691668,,,,,GQ242240,
Sauria,Trapelus savignii,3,,HQ901121,,,,,,,AF128512,AF128512,,,,,,,
Sauria,Trapelus schmitzi,0,,,,,,,,,,,,,,,,,
Sauria,Trapelus tournevillei,0,,,,,,,,,,,,,,,,,
Sauria,Tretioscincus agilis,4,AF420681,AF420732,,,,AF420837,,,,,AF420891,,,,,,
Sauria,Tretioscincus bifasciatus,0,,,,,,,,,,,,,,,,,
Sauria,Tretioscincus oriximinensis,4,AF101371,AF101371,,,,AF420846,,,,,AF420888,,,,,,
Sauria,Tribolonotus annectens,0,,,,,,,,,,,,,,,,,
Sauria,Tribolonotus blanchardi,4,,,,,,HM229537,,HM229492,,HM229449,,,HM229580,,,,
Sauria,Tribolonotus brongersmai,4,,,,,,HM229532,,HM229488,,HM229444,,,HM229576,,,,
Sauria,Tribolonotus gracilis,8,AY169574,AY169611,,HQ655193,,HQ655226,,HM229485,,HM229484,AY169649,,HM229616,,,,
Sauria,Tribolonotus novaeguineae,6,AY308472,AY308321,,,,HM229567,,HM229489,,HM229479,,,HM229611,,,,
Sauria,Tribolonotus ponceleti,4,,,,,,HM229566,,HM229522,,HM229478,,,HM229610,,,,
Sauria,Tribolonotus pseudoponceleti,4,,,,,,HM229546,,HM229497,,HM229460,,,HM229592,,,,
Sauria,Tribolonotus schmidti,4,,,,,,HM229571,,HM229527,,HM229483,,,HM229615,,,,
Sauria,Trioceros affinis,8,KJ908738,FJ717756,,,,HF570702,KJ908776,,,FJ717788,HQ130566,,,HF570897,,FJ746595,
Sauria,Trioceros balebicornutus,7,KJ908739,FJ717758,,,,,KJ908777,,,FJ717789,HF570604,,,HF570898,,FJ746596,
Sauria,Trioceros bitaeniatus,6,DQ397276,JX046727,,,,HF570703,,,,HF570512,JN161110,,,HF570899,,,
Sauria,Trioceros camerunensis,2,HQ337846,HQ337798,,,,,,,,,,,,,,,
Sauria,Trioceros chapini,0,,,,,,,,,,,,,,,,,
Sauria,Trioceros conirostratus,2,,JX046729,,,,,,,,,JX046738,,,,,,
Sauria,Trioceros cristatus,7,HQ337854,HQ337806,,,,HF570704,,,AF448746,AF448746,HF570606,,,HF570900,,,
Sauria,Trioceros deremensis,8,DQ397273,DQ397300,,,,HF570705,,,AF448747,AF448747,HF570607,,,HF570901,,FJ746599,
Sauria,Trioceros eisentrauti,2,HQ337867,HQ337818,,,,,,,,,,,,,,,
Sauria,Trioceros ellioti,8,DQ397260,JN165390,,,,HF570706,,,AF448748,AF448748,JN161106,,,HF570902,,FJ746600,
Sauria,Trioceros feae,8,,FJ717767,,KC507665,,HQ130541,,,AF448749,AF448749,HQ130565,,,HQ130609,,HF570783,
Sauria,Trioceros fuelleborni,7,,HF570464,,,,HF570707,,,AF448750,AF448750,HF570609,,,HF570903,,HF570784,
Sauria,Trioceros goetzei,6,,FJ717770,,,,HF570708,,,,FJ717791,HF570610,,,HF570904,,FJ746603,
Sauria,Trioceros hanangensis,1,,HF570465,,,,,,,,,,,,,,,
Sauria,Trioceros harennae,8,KJ908742,FJ717772,,,,HF570709,KJ908781,,,FJ717790,HF570611,,,HF570905,,FJ746606,
Sauria,Trioceros hoehnelii,8,DQ397266,JN165392,,,,HF570710,,,AF448752,AF448752,JN161112,,,HF570906,,FJ746607,
Sauria,Trioceros incornutus,3,,,,,,,,,,HF570515,,,,HF570907,,HF570785,
Sauria,Trioceros ituriensis,1,,HF570466,,,,,,,,,,,,,,,
Sauria,Trioceros jacksonii,10,DQ397240,JN165401,,JQ073090,,AF137528,,,AF448753,AF448753,AF443229,AY988006,,HQ130610,,FJ984187,
Sauria,Trioceros johnstoni,8,DQ397275,DQ397301,,,,HF570711,,,AF448754,AF448754,HF570613,,,HF570908,,FJ746610,
Sauria,Trioceros kinangopensis,2,,JX046734,,,,,,,,,JX046742,,,,,,
Sauria,Trioceros kinetensis,0,,,,,,,,,,,,,,,,,
Sauria,Trioceros laterispinis,6,,HF570467,,,,HF570712,,,,HF570516,HF570614,,,HF570909,,HF570786,
Sauria,Trioceros marsabitensis,0,,,,,,,,,,,,,,,,,
Sauria,Trioceros melleri,10,NC_014176,NC_014176,,,,HF570713,AB474916,NC_014176,AF448755,AF448755,AB474916,,,HF570910,,FJ746611,
Sauria,Trioceros montium,6,HQ337863,HQ337814,,,,,,,AF448756,AF448756,HF570616,,,HF570911,,,
Sauria,Trioceros narraioca,5,DQ397268,DQ397298,,,,,,,,HF570517,HF570617,,,HF570912,,,
Sauria,Trioceros ntunte,0,,,,,,,,,,,,,,,,,
Sauria,Trioceros nyirit,2,,JN165402,,,,,,,,,JN161124,,,,,,
Sauria,Trioceros oweni,7,HQ337864,HQ337816,,,,HF570714,,,,HF570518,HF570618,,,HF570913,,HF570787,
Sauria,Trioceros perreti,2,HQ337877,HQ337829,,,,,,,,,,,,,,,
Sauria,Trioceros pfefferi,4,HQ337865,HQ337817,,,,,,,AF448758,AF448758,,,,,,,
Sauria,Trioceros quadricornis,7,HQ337869,AF121959,,,,HF570715,,,AF448759,AF448759,AF443230,,,,,FJ984188,
Sauria,Trioceros rudis,8,DQ397277,DQ397285,,,,HF570716,,,AF448761,AF448761,HF570619,,,HF570914,,AY662578,
Sauria,Trioceros schoutedeni,0,,,,,,,,,,,,,,,,,
Sauria,Trioceros schubotzi,6,,JX046731,,,,HF570717,,,,FJ717806,JX046741,,,HF570915,,FJ746617,
Sauria,Trioceros serratus,2,HQ337889,HQ337837,,,,,,,,,,,,,,,
Sauria,Trioceros sternfeldi,8,AM422445,JN165413,,,,HF570718,,,AF448762,AF448762,JN161129,,,HF570916,,FJ746614,
Sauria,Trioceros tempeli,6,,FJ717786,,,,HF570719,,,,HF570519,HF570622,,,HF570917,,FJ746619,
Sauria,Trioceros werneri,8,DQ397274,AJ609596,,,,HF570720,KJ908789,,,HF570520,HF570623,,,HF570918,,HF570788,
Sauria,Trioceros wiedersheimi,6,HQ337892,HQ337845,,,,,,,AF448763,AF448763,HF570624,,,,,HF570789,
Sauria,Tropidophorus assamensis,0,,,,,,,,,,,,,,,,,
Sauria,Tropidophorus baconi,2,AB222937,AB222953,,,,,,,,,,,,,,,
Sauria,Tropidophorus baviensis,2,AB222942,AB222958,,,,,,,,,,,,,,,
Sauria,Tropidophorus beccarii,2,AB222935,AB222951,,,,,,,,,,,,,,,
Sauria,Tropidophorus berdmorei,2,AB028811,AB028823,,,,,,,,,,,,,,,
Sauria,Tropidophorus boehmei,1,,GU550105,,,,,,,,,,,,,,,
Sauria,Tropidophorus brookei,4,AB222933,AB222949,,,,DQ675397,,,,DQ675192,,,,,,,
Sauria,Tropidophorus cocincinensis,2,AY308474,AB222959,,,,,,,,,,,,,,,
Sauria,Tropidophorus davaoensis,0,,,,,,,,,,,,,,,,,
Sauria,Tropidophorus grayi,2,AB222941,AB222957,,,,,,,,,,,,,,,
Sauria,Tropidophorus guangxiensis,0,,,,,,,,,,,,,,,,,
Sauria,Tropidophorus hainanus,2,AB222944,AB222960,,,,,,,,,,,,,,,
Sauria,Tropidophorus hangnam,0,,,,,,,,,,,,,,,,,
Sauria,Tropidophorus iniquus,0,,,,,,,,,,,,,,,,,
Sauria,Tropidophorus laotus,0,,,,,,,,,,,,,,,,,
Sauria,Tropidophorus latiscutatus,2,AB222934,AB222950,,,,,,,,,,,,,,,
Sauria,Tropidophorus matsuii,2,AB222936,AB222952,,,,,,,,,,,,,,,
Sauria,Tropidophorus microlepis,2,AB222947,AB222963,,,,,,,,,,,,,,,
Sauria,Tropidophorus micropus,0,,,,,,,,,,,,,,,,,
Sauria,Tropidophorus misaminius,2,AB222948,AB222964,,,,,,,,,,,,,,,
Sauria,Tropidophorus mocquardii,0,,,,,,,,,,,,,,,,,
Sauria,Tropidophorus murphyi,2,AB222945,AB222961,,,,,,,,,,,,,,,
Sauria,Tropidophorus noggei,1,,EF611186,,,,,,,,,,,,,,,
Sauria,Tropidophorus partelloi,2,AB222946,AB222962,,,,,,,,,,,,,,,
Sauria,Tropidophorus perplexus,0,,,,,,,,,,,,,,,,,
Sauria,Tropidophorus robinsoni,2,AB222939,AB222955,,,,,,,,,,,,,,,
Sauria,Tropidophorus sinicus,2,AB222938,AB222954,,,,,,,,,,,,,,,
Sauria,Tropidophorus thai,2,AB222940,AB222956,,,,,,,,,,,,,,,
Sauria,Tropidosaura cottrelli,7,JX962884,JX962905,,,,JX962922,,JX962939,,,,,,JX963008,,JX963029,JX963046
Sauria,Tropidosaura essexi,7,JX962883,JX962904,,,,JX962921,,JX962938,,,,,,JX963007,,JX963028,JX963045
Sauria,Tropidosaura gularis,9,AF206616,AF206616,,,,JX962917,AF206582,JX962934,,,HF547768,,,JX963003,,JX963024,JX963040
Sauria,Tropidosaura montana,8,JX962881,JX962903,,,,JX962920,,JX962937,,,HF547769,,,JX963006,,JX963027,JX963043
Sauria,Tropidoscincus aubrianus,2,,,,,,,,,,DQ675260,,,,,,DQ675340,
Sauria,Tropidoscincus boreus,3,,,,,,DQ675381,,,,DQ675241,,,,,,KF130837,
Sauria,Tropidoscincus variabilis,3,,,,,,DQ675383,,,,DQ675243,,,,,,DQ675323,
Sauria,Tropidurus arenarius,0,,,,,,,,,,,,,,,,,
Sauria,Tropidurus bogerti,1,AF362526,,,,,,,,,,,,,,,,
Sauria,Tropidurus callathelys,1,AF362527,,,,,,,,,,,,,,,,
Sauria,Tropidurus catalanensis,0,,,,,,,,,,,,,,,,,
Sauria,Tropidurus chromatops,0,,,,,,,,,,,,,,,,,
Sauria,Tropidurus cocorobensis,2,AF362528,,,,,,KM588054,,,,,,,,,,
Sauria,Tropidurus erythrocephalus,2,AF362530,,,,,,KM588055,,,,,,,,,,
Sauria,Tropidurus etheridgei,3,AF362531,,,,,,,,AY625152,AY625152,,,,,,,
Sauria,Tropidurus guarani,0,,,,,,,,,,,,,,,,,
Sauria,Tropidurus helenae,4,,KR706833,,KR707066,,,,KR707086,,,,,KR707228,,,,
Sauria,Tropidurus hispidus,11,U39563,DQ848738,,AY987967,,AY987984,KM588062,DQ848727,AY625153,AY625153,,AY987996,KR707293,,,AY988013,
Sauria,Tropidurus hygomi,1,AF362532,,,,,,,,,,,,,,,,
Sauria,Tropidurus imbituba,0,,,,,,,,,,,,,,,,,
Sauria,Tropidurus insulanus,6,AF362533,EF615665,,,,EF615738,,EF616029,,,EF616321,,,,,EF616390,
Sauria,Tropidurus itambere,1,AF362534,,,,,,,,,,,,,,,,
Sauria,Tropidurus jaguaribanus,4,,KR706955,,KR707069,,,,KR707196,,,,,KR707318,,,,
Sauria,Tropidurus melanopleurus,0,,,,,,,,,,,,,,,,,
Sauria,Tropidurus montanus,1,AF362535,,,,,,,,,,,,,,,,
Sauria,Tropidurus mucujensis,1,AF362536,,,,,,,,,,,,,,,,
Sauria,Tropidurus oreadicus,6,AF362538,EF615666,,,,EF615739,,EF616030,,,EF616322,,,,,EF616391,
Sauria,Tropidurus pinima,4,,KR706828,,KR706998,,,,KR707081,,,,,KR707297,,,,
Sauria,Tropidurus psammonastes,1,AF362539,,,,,,,,,,,,,,,,
Sauria,Tropidurus semitaeniatus,6,AF362524,KR706940,,KR707071,,,KM588058,KR707200,,,,,KR707253,,,,
Sauria,Tropidurus spinulosus,4,AF362540,,,,,,AF040142,,AF528751,AF528751,,,,,,,
Sauria,Tropidurus torquatus,6,AF362541,KR706821,,KR706960,,,KM588063,KR707074,,,,,KR707237,,,,
Sauria,Tropidurus xanthochilus,0,,,,,,,,,,,,,,,,,
Sauria,Tropiocolotes algericus,4,KC190710,KC190902,,,,KC191023,,,,,,,,,,,KC191129
Sauria,Tropiocolotes bisharicus,0,,,,,,,,,,,,,,,,,
Sauria,Tropiocolotes nattereri,3,KC190708,KC190901,,,,,,,,,,,,,,,KC191128
Sauria,Tropiocolotes naybandensis,0,,,,,,,,,,,,,,,,,
Sauria,Tropiocolotes nubicus,7,KC190706,KC190900,,,,KC191021,,,,KC151970,,,KC152016,,,KC152043,KC191126
Sauria,Tropiocolotes scortecci,3,KC190707,,,,,KC191022,,,,,,,,,,,KC191127
Sauria,Tropiocolotes somalicus,2,,,,HQ443597,,,,,,HQ443537,,,,,,,
Sauria,Tropiocolotes steudneri,11,DQ852727,KC190899,,,,KC191020,AB738944,KJ496096,AB738944,JX440520,AB738944,,JX440629,,,JX440680,KC191125
Sauria,Tropiocolotes tripolitanus,11,KC190712,KC190904,,,,KC191024,AB661661,NC_025780,AB661661,JX041459,NC_025780,,KC152006,,,JQ945343,KC191130
Sauria,Tropiocolotes wolfgangboehmei,0,,,,,,,,,,,,,,,,,
Sauria,Tukutuku rakiurae,4,,GU459984,,,,,,,,GU459786,,,GU459585,,,GU459383,
Sauria,Tumbunascincus luteilateralis,4,DQ915295,DQ915319,,,,KC575680,,,,,DQ915343,,,,,,
Sauria,Tupinambis longilineus,2,,,,,,,,AF151190,,,AF151203,,,,,,
Sauria,Tupinambis palustris,0,,,,,,,,,,,,,,,,,
Sauria,Tupinambis quadrilineatus,4,,AY217991,,,,AY217889,,,,,KC621501,EU108033,,,,,
Sauria,Tupinambis teguixin,11,AY359490,AY359510,,JN654806,JN654825,,,AF151188,,JN700173,AF151200,JN568333,,JN880886,JN568496,JN654868,
Sauria,Tympanocryptis centralis,3,,,,,,,,,AY133030,AY133030,,,,,,EU727416,
Sauria,Tympanocryptis cephalus,3,,,,,,,,,AY133027,AY133027,,,,,,EU727448,
Sauria,Tympanocryptis houstoni,3,,,,,,,,,AY133028,AY133028,,,,,,EU727445,
Sauria,Tympanocryptis intima,3,,,,,,,,,AY133029,AY133029,,,,,,EU727449,
Sauria,Tympanocryptis lineata,5,,,,FJ200020,,DQ340694,,,AF128475,AF128475,,,,,,EU727444,
Sauria,Tympanocryptis pinguicolla,4,,,,FJ200022,,,,,AY133031,AY133031,,,,,,EU727439,
Sauria,Tympanocryptis tetraporophora,6,,EF081041,,FJ200021,,DQ340695,,,AY133032,AY133032,,,,,,EU727436,
Sauria,Tympanocryptis uniformis,2,,,,,,,,,,EU727401,,,,,,EU727442,
Sauria,Typhlacontias brevipes,4,AY649137,AY217974,,,,AY217871,,AY217820,,,,,,,,,
Sauria,Typhlacontias gracilis,0,,,,,,,,,,,,,,,,,
Sauria,Typhlacontias johnsonii,0,,,,,,,,,,,,,,,,,
Sauria,Typhlacontias kataviensis,0,,,,,,,,,,,,,,,,,
Sauria,Typhlacontias punctatissimus,4,DQ316881,AY217977,,,,AY217874,,DQ316873,,,,,,,,,
