Taxon,Family,Subfamily,Scientific Name,Genes,12S,16S,BDNF,CXCR4,cytb,H3A,NCX1,ND1,ND2,POMC,RAG1,RHOD,SIA,SLC8A3,TYR
Anura,Myobatrachidae,Myobatrachinae,Mixophyes iteratus,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Mixophyes schevilli,3,JN628047,DQ010027,,,,,,,JN677523,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Myobatrachus gouldii,10,DQ283309,DQ283310,,AY364196,,DQ284313,AY948846,AY948768,JX473822,,AY364226,AY364407,,AY948910,
Anura,Myobatrachidae,Myobatrachinae,Paracrinia haswelli,4,DQ283304,DQ283305,,,,DQ284310,,,,,,DQ283952,,,
Anura,Myobatrachidae,Myobatrachinae,Pseudophryne australis,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Pseudophryne bibronii,4,AY843742,AY843742,,,AY843988,,,,,,,,AY844931,,
Anura,Myobatrachidae,Myobatrachinae,Pseudophryne coriacea,5,DQ283312,DQ283311,,,,DQ284314,,,,,,DQ283956,DQ282806,,
Anura,Myobatrachidae,Myobatrachinae,Pseudophryne corroboree,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Pseudophryne covacevichae,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Pseudophryne dendyi,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Pseudophryne douglasi,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Pseudophryne guentheri,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Pseudophryne major,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Pseudophryne occidentalis,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Pseudophryne pengilleyi,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Pseudophryne raveni,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Pseudophryne robinsoni,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Pseudophryne semimarmorata,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Rheobatrachus silus,10,DQ283276,DQ283275,,AY948795,,DQ284295,AY948840,AY948762,,,AY948938,DQ283938,DQ282789,AY948904,
Anura,Myobatrachidae,Myobatrachinae,Spicospina flammocaerulea,7,DQ283301,DQ283302,,,,DQ284308,,,JF263218,,,DQ283950,DQ282802,,DQ282966
Anura,Myobatrachidae,Myobatrachinae,Taudactylus acutirostris,5,DQ283278,DQ283277,,,,DQ284296,,,,,,DQ283939,DQ282790,,
Anura,Myobatrachidae,Myobatrachinae,Taudactylus diurnus,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Taudactylus eungellensis,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Taudactylus liemi,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Taudactylus pleione,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Taudactylus rheophilus,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia altissima,2,,JF263420,,,,,,,JF263308,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia arenicola,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia aspera,2,,JF263414,,,,,,,JF263302,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia borealis,2,,JF263404,,,,,,,JF263292,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia capitulata,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia crassa,2,,JF263405,,,,,,,JF263293,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia daviesae,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia fusca,2,,JF263332,,,,,,,JF263220,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia glandulosa,2,,JF263401,,,,,,,JF263289,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia inundata,2,,JF263418,,,,,,,JF263306,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia laevigata,10,DQ283221,DQ283221,,EF107474,,DQ284251,EF107251,,JF263219,,EF107310,DQ283898,DQ282758,EF107410,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia lithomoda,2,,JF263403,,,,,,,JF263291,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia littlejohni,5,AY819351,JF263419,,,,,,AY819481,JF263307,AY819100,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia marmorata,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia martini,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia micra,2,,JF263407,,,,,,,JF263295,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia micromeles,2,,JF263435,,,,,,,JF263324,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia mimula,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia minima,2,,JF263406,,,,,,,JF263294,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia mjobergii,2,,JF263408,,,,,,,JF263296,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia orientalis,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia rugosa,2,,JF263421,,,,,,,JF263309,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia russelli,2,,JF263429,,,,,,,JF263318,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia stridera,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia talpa,2,,JF263439,,,,,,,JF263327,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia trachyderma,2,,JF263437,,,,,,,JF263325,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Uperoleia tyleri,2,,JF263330,,,,,,,JF263217,,,,,,
Anura,Nasikabatrachidae,Nasikabatrachinae,Nasikabatrachus sahyadrensis,8,AY364360,AY364381,,AY364195,GU136138,,EF107250,,,,AY364225,AY364406,,EF107409,
Anura,Nyctibatrachidae,Nyctibatrachinae,Lankanectes corrugatus,10,DQ346971,AF215393,GQ204478,,GQ204544,,AY948808,AY948730,,,AY948916,AF249115,,AY948854,AF249178
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus acanthodermis,3,,JN644915,,,,,,JF274066,,,,,,,JN644795
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus aliciae,3,,JN644893,,,,,,JF274075,,,,,,,AF249177
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus anamallaiensis,3,,JN644899,,,,,,JF274079,,,,,,,JN644776
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus beddomii,3,,JN644913,,,,,,JN644842,,,,,,,JN644793
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus danieli,3,,JN644902,,,,,,JN644846,,,,,,,JN644779
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus dattatreyaensis,3,,JN644891,,,,,,JN644881,,,,,,,JN644775
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus deccanensis,4,JX573187,JN644911,,,,,,JN644886,,,,,,,JN644791
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus deveni,3,,JN644895,,,,,,JF274072,,,,,,,JN644796
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus gavi,3,,JN644918,,,,,,JN644889,,,,,,,JN644800
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus grandis,3,,JN644904,,,,,,JN644825,,,,,,,JN644782
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus humayuni,3,,JN644901,,,,,,JN644887,,,,,,,JN644778
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus indraneili,3,,JN644909,,,,,,JF274063,,,,,,,JN644789
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus jog,3,,JN644900,,,,,,JF274054,,,,,,,JN644777
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus karnatakaensis,3,,JN644910,,,,,,JF274060,,,,,,,JN644790
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus kempholeyensis,3,,JN644903,,,,,,JN644890,,,,,,,JN644780
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus major,7,AF249017,AB530573,,,AF249084,,,JN644885,,,AY571655,AF249113,,,AF249176
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus minimus,3,,JN644896,,,,,,JF274070,,,,,,,JN644797
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus minor,3,,JN644908,,,,,,EF136396,,,,,,,JN644787
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus periyar,2,,JN644897,,,,,,JF274073,,,,,,,
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus petraeus,3,,JN644912,,,,,,JN644878,,,,,,,JN644792
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus pillaii,3,,JN644892,,,,,,JN644823,,,,,,,JN644781
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus poocha,3,,JN644907,,,,,,JN644805,,,,,,,JN644786
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus sanctipalustris,3,,JN644917,,,,,,JF274061,,,,,,,JN644799
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus shiradi,3,,JN644898,,,,,,JN644819,,,,,,,JN644774
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus sylvaticus,3,,JN644916,,,,,,JN644864,,,,,,,JN644798
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus vasanthi,3,,JN644894,,,,,,JF274076,,,,,,,JN644788
Anura,Nyctibatrachidae,Nyctibatrachinae,Nyctibatrachus vrijeuni,3,,JN644905,,,,,,JN644809,,,,,,,JN644783
Anura,Odontobatrachidae,Odontobatrachinae,Odontobatrachus natator,6,KF693286,KF693390,KF693488,,KF693670,,,,,,KF693610,,KF693550,,
Anura,Odontophrynidae,Odontophryninae,Macrogenioglottus alipioi,8,KF214098,FJ685685,,,FJ685665,,,KC593353,,,FJ685705,KF214200,KC593363,,KC593367
Anura,Odontophrynidae,Odontophryninae,Odontophrynus achalensis,5,DQ283248,DQ283248,,,,DQ284273,,,,,,DQ283918,DQ282773,,
Anura,Odontophrynidae,Odontophryninae,Odontophrynus americanus,9,AY843704,AY843704,,,AY843949,,,JX204059,,JX298141,FJ685706,AY844695,AY844901,,JX298239
Anura,Odontophrynidae,Odontophryninae,Odontophrynus barrioi,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Odontophrynus carvalhoi,5,KF214100,FJ685687,,,FJ685667,,,,,,FJ685707,KF214202,,,
Anura,Odontophrynidae,Odontophryninae,Odontophrynus cordobae,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Odontophrynus cultripes,5,KF214101,FJ685688,,,FJ685668,,,,,,FJ685708,KF214203,,,
Anura,Odontophrynidae,Odontophryninae,Odontophrynus lavillai,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Odontophrynus maisuma,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Odontophrynus monachus,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Odontophrynus occidentalis,8,FJ882743,FJ882744,,,JX564880,,AY948835,JX564880,JX564880,,AY948934,,,AY948897,
Anura,Odontophrynidae,Odontophryninae,Odontophrynus salvatori,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys appendiculata,5,KF214131,FJ685690,,,FJ685670,,,,,,FJ685710,KF214232,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys aridus,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys avelinoi,7,DQ283038,DQ283039,,,FJ685671,DQ284065,,,,,FJ685711,DQ283769,,,DQ282903
Anura,Odontophrynidae,Odontophryninae,Proceratophrys bagnoi,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys belzebul,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys bigibbosa,5,KF214103,FJ685692,,,FJ685672,,,,,,FJ685712,KF214205,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys boiei,7,AY143350,FJ685693,,,EU017616,,,,EU017784,KC604071,FJ685713,KF214206,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys branti,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys brauni,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys caramaschii,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys carranca,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys concavitympanum,5,KF214105,FJ685694,,,FJ685674,,,,,,FJ685714,KF214207,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys cristiceps,5,KF214106,FJ685695,,,FJ685675,,,,,,FJ685715,KF214208,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys cururu,5,KF214107,FJ685696,,,FJ685676,,,,,,FJ685716,KF214209,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys dibernardoi,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys goyana,5,KF214108,FJ685697,,,FJ685677,,,,,,FJ685717,KF214210,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys huntingtoni,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys izecksohni,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys laticeps,5,KF214109,FJ685698,,,FJ685678,,,,,,FJ685718,KF214211,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys melanopogon,6,KF214128,FJ685699,,,FJ685679,,,,,GQ345270,FJ685719,KF214229,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys minuta,5,KF214113,JX982965,,,JX982962,,,,,,JX982970,KF214215,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys moehringi,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys moratoi,5,KF214110,FJ685689,,,FJ685669,,,,,,FJ685709,KF214212,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys palustris,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys paviotii,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys phyllostomus,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys redacta,5,KF214114,JX982968,,,JX982964,,,,,,JX982972,KF214216,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys renalis,5,KF214111,FJ685700,,,FJ685680,,,,,,FJ685720,KF214213,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys rondonae,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys rotundipalpebra,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys sanctaritae,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys schirchi,5,KF214112,FJ685701,,,FJ685681,,,,,,FJ685721,KF214214,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys strussmannae,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys subguttata,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys tupinambis,0,,,,,,,,,,,,,,,
Anura,Odontophrynidae,Odontophryninae,Proceratophrys vielliardi,0,,,,,,,,,,,,,,,
Anura,Pelobatidae,Pelobatinae,Pelobates cultripes,11,AY364341,AY333689,,AY364171,DQ333373,,AY523707,NC_008144,NC_008144,,AY323758,AY364386,,AY948857,DQ347131
Anura,Pelobatidae,Pelobatinae,Pelobates fuscus,5,DQ283113,DQ283113,,,EF133852,DQ284159,,,,,,DQ283826,,,
Anura,Pelobatidae,Pelobatinae,Pelobates syriacus,3,FJ595198,AY236807,,,DQ333372,,,,,,,,,,
Anura,Pelobatidae,Pelobatinae,Pelobates varaldii,4,DQ642135,AY236809,,,EF191042,,,,,,,AY341815,,,
Anura,Pelodytidae,Pelodytinae,Pelodytes caucasicus,3,AJ440771,DQ642111,,,AY236777,,,,,,,,,,
Anura,Pelodytidae,Pelodytinae,Pelodytes ibericus,5,DQ642137,DQ642112,,,AY236779,,,JX564882,JX564882,,,,,,
Anura,Pelodytidae,Pelodytinae,Pelodytes punctatus,11,DQ283111,DQ283111,,AY364173,AY236783,DQ284157,AY523709,AY523762,,,AY364203,DQ283824,DQ282682,AY948859,
Anura,Petropedetidae,Micrixalinae,Micrixalus elegans,0,,,,,,,,,,,,,,,
Anura,Petropedetidae,Micrixalinae,Micrixalus fuscus,5,DQ346959,GU136106,,,AF249086,,,,,,,AF249120,,,AF249183
Anura,Petropedetidae,Micrixalinae,Micrixalus gadgili,0,,,,,,,,,,,,,,,
Anura,Petropedetidae,Micrixalinae,Micrixalus kottigeharensis,5,AF249025,AF249041,,,AF249075,,,,,,,AF249121,,,AF249184
Anura,Petropedetidae,Micrixalinae,Micrixalus narainensis,0,,,,,,,,,,,,,,,
Anura,Petropedetidae,Micrixalinae,Micrixalus nudis,0,,,,,,,,,,,,,,,
Anura,Petropedetidae,Micrixalinae,Micrixalus phyllophilus,0,,,,,,,,,,,,,,,
Anura,Petropedetidae,Micrixalinae,Micrixalus saxicola,1,,AB530626,,,,,,,,,,,,,
Anura,Petropedetidae,Micrixalinae,Micrixalus silvaticus,0,,,,,,,,,,,,,,,
Anura,Petropedetidae,Micrixalinae,Micrixalus swamianus,0,,,,,,,,,,,,,,,
Anura,Petropedetidae,Micrixalinae,Micrixalus thampii,0,,,,,,,,,,,,,,,
Anura,Petropedetidae,Petropedetinae,Arthroleptides martiensseni,5,DQ347064,DQ347346,,,,,,,,,DQ347289,DQ347410,,,DQ347197
Anura,Petropedetidae,Petropedetinae,Arthroleptides yakusini,3,DQ283415,DQ283415,,,,DQ284396,,,,,,,,,
Anura,Petropedetidae,Petropedetinae,Ericabatrachus baleensis,5,KF938364,KF938367,KF991295,,KF991315,,,,,,,,KF991356,,
Anura,Petropedetidae,Petropedetinae,Petropedetes cameronensis,8,DQ022335,DQ022363,KF693509,,KF693687,DQ284130,,,,,KF693629,DQ283800,DQ282665,,
Anura,Petropedetidae,Petropedetinae,Petropedetes dutoiti,0,,,,,,,,,,,,,,,
Anura,Petropedetidae,Petropedetinae,Petropedetes euskircheni,6,KF693313,KF693412,KF693514,,KF693689,,,,,,KF693634,,KF693574,,
Anura,Petropedetidae,Petropedetinae,Petropedetes johnstoni,6,KF693316,KF693414,KF693516,,KF693692,,,,,,KF693636,,KF693576,,
Anura,Petropedetidae,Petropedetinae,Petropedetes juliawurstnerae,6,KF693328,KF693423,KF693518,,KF693694,,,,,,KF693638,,KF693578,,
Anura,Petropedetidae,Petropedetinae,Petropedetes palmipes,8,DQ283074,DQ283074,KF693521,,KF693695,DQ284129,,,,,KF693641,DQ283799,DQ282664,,
Anura,Petropedetidae,Petropedetinae,Petropedetes parkeri,9,DQ022336,DQ022364,KF693522,AY364183,AY341738,,,,,,AY571656,AY364394,KF693583,,AY341757
Anura,Petropedetidae,Petropedetinae,Petropedetes perreti,5,KF693347,KF693445,KF693526,,,,,,,,KF693646,,KF693586,,
Anura,Petropedetidae,Petropedetinae,Petropedetes vulpiae,6,KF693359,KF693446,KF693533,,KF693699,,,,,,KF693653,,KF693593,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus accraensis,4,JX564884,JX564884,,,,,,JX564884,JX564884,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus acridoides,2,DQ022330,DQ022358,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus acutirostris,2,FJ829260,FJ829260,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus africanus,12,DQ347031,DQ347319,KF693480,EF017996,KF693662,DQ284212,EF018021,,,,DQ347259,DQ347378,DQ282725,EF107379,DQ347164
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus albolabris,0,,,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus albomarginatus,0,,,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus alleni,1,,GU457535,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus annulatus,2,GU457538,EU718714,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus anotis,0,,,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus asper,0,,,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus auritus,8,DQ022333,DQ022362,KF693479,,KF693661,DQ284135,,,,,KF693601,,DQ282668,,DQ282916
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus batesii,2,AF215139,EU718715,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus bequaerti,0,,,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus breviceps,0,,,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus brevipalmatus,0,,,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus brongersmai,0,,,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus bullans,2,FJ829261,FJ829264,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus calcaratus,8,EU075281,EU075281,KF693478,,KF693660,DQ284266,,,,,GU457634,DQ283912,DQ282768,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus chukuchuku,2,FJ769105,GU457578,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus congicus,0,,,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus cornutus,2,GU457545,EU718719,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus cricogaster,2,DQ022331,FJ769102,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus cryptotis,0,,,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus dalcqi,0,,,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus danko,1,,GU732283,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus dendrobates,5,EU075287,EU075287,,,EU074984,DQ284259,,,,,,DQ283904,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus dispar,6,EU075276,EU075276,,,EU074974,DQ284253,,,,,,DQ283900,DQ282760,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus elberti,0,,,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus francisci,2,GU457546,GU457549,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus fraterculus,2,GU457550,EU718721,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus gastoni,0,,,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus ghanensis,2,GU457553,EU718722,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus giorgii,0,,,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus graueri,2,FJ829269,FJ829269,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus guineensis,2,GU457555,EU718723,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus gutturosus,2,GU457556,EU718724,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus hieroglyphicus,0,,,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus hylaios,0,,,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus inexpectatus,2,EU075292,EU075292,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus intermedius,2,GU457558,FJ415752,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus irangi,0,,,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus jimzimkusi,0,,,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus kakamikro,2,GU457580,GU457580,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus keniensis,5,JX564885,JX564885,,,JX564885,,,JX564885,JX564885,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus kinangopensis,1,,FJ889460,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus krefftii,8,DQ347059,FJ829274,,EF017997,,,EF018022,,,,DQ347284,DQ347403,,EF107398,DQ347192
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus latifrons,2,GU457559,GU457559,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus leveleve,3,EU075279,EU075279,,,EU074983,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus liberiensis,2,GU457561,FJ415766,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus mababiensis,6,EU075294,EU075294,,,,DQ284402,,,,,GU457700,DQ284026,DQ282881,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus maculiventris,2,GU457563,GU457564,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus manengoubensis,2,FJ769109,FJ769110,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus minutus,2,FJ829285,FJ829288,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus nanus,0,,,,,,,,,,,,,,,
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus natalensis,7,DQ347012,EU718726,,,,DQ284395,,,,,DQ019507,DQ347362,DQ282871,,DQ347145
Anura,Phrynobatrachidae,Phrynobatrachinae,Phrynobatrachus njiomock,0,,,,,,,,,,,,,,,
