Taxon,Family,Subfamily,Scientific Name,Genes,12S,16S,BDNF,CXCR4,cytb,H3A,NCX1,ND1,ND2,POMC,RAG1,RHOD,SIA,SLC8A3,TYR
Anura,Microhylidae,Gastrophryninae,Elachistocleis haroi,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Gastrophryninae,Elachistocleis helianneae,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Gastrophryninae,Elachistocleis magna,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Gastrophryninae,Elachistocleis matogrosso,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Gastrophryninae,Elachistocleis muiraquitan,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Gastrophryninae,Elachistocleis ovalis,10,DQ347057,DQ283405,KC180207,EF017969,,DQ284386,EF018006,,,,EF396085,DQ347401,,EF107396,EF395972
Anura,Microhylidae,Gastrophryninae,Elachistocleis panamensis,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Gastrophryninae,Elachistocleis pearsei,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Gastrophryninae,Elachistocleis piauiensis,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Gastrophryninae,Elachistocleis skotogaster,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Gastrophryninae,Elachistocleis surinamensis,3,,KC180031,KC180120,,,,,,,,,,,,KC180253
Anura,Microhylidae,Gastrophryninae,Elachistocleis surumu,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Gastrophryninae,Gastrophryne carolinensis,8,AY819349,X86278,KC180166,,,,,AY819479,,AY819098,EF396086,JF837007,,,EF395973
Anura,Microhylidae,Gastrophryninae,Gastrophryne elegans,6,DQ283426,JQ268517,KC180151,,,DQ284404,,,,,,,DQ282883,,DQ283019
Anura,Microhylidae,Gastrophryninae,Gastrophryne mazatlanensis,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Gastrophryninae,Gastrophryne olivacea,13,DQ347055,AY326066,KC180180,EF017968,,DQ284288,EF018005,JX564865,JX564865,,DQ347280,DQ283932,DQ282784,EF107394,DQ347188
Anura,Microhylidae,Gastrophryninae,Hamptophryne alios,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Gastrophryninae,Hamptophryne boliviana,7,DQ283438,DQ283438,KC180181,,,DQ284414,,,,,EF396088,,DQ282892,,KC180317
Anura,Microhylidae,Gastrophryninae,Hypopachus barberi,5,JF836892,JQ268453,KC180212,,,,,,,,,JF837025,,,KC180276
Anura,Microhylidae,Gastrophryninae,Hypopachus pictiventris,1,,JQ268462,,,,,,,,,,,,,
Anura,Microhylidae,Gastrophryninae,Hypopachus ustum,3,JF836898,JQ268495,,,,,,,,,,JF837005,,,
Anura,Microhylidae,Gastrophryninae,Hypopachus variolosus,6,JF836906,JQ268475,KC180198,,,,,,,,EF396090,JF837035,,,EF395977
Anura,Microhylidae,Gastrophryninae,Myersiella microps,3,,KC180038,KC180210,,,,,,,,,,,,KC180279
Anura,Microhylidae,Gastrophryninae,Stereocyclops histrio,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Gastrophryninae,Stereocyclops incrassatus,4,,KC180014,KC180195,,,,,,JQ410658,,,,,,KC180231
Anura,Microhylidae,Gastrophryninae,Stereocyclops palmipes,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Gastrophryninae,Stereocyclops parkeri,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Gastrophryninae,Syncope antenori,1,,,,,,,,,,,,,,,KC180286
Anura,Microhylidae,Gastrophryninae,Syncope bassleri,3,JF836936,JF836990,,,,,,,,,,JF837038,,,
Anura,Microhylidae,Gastrophryninae,Syncope carvalhoi,3,,KC179972,KC180119,,,,,,,,,,,,KC180275
Anura,Microhylidae,Gastrophryninae,Syncope hudsoni,5,JF836937,EU201100,,,,,,,,,EF396079,JF837039,,,EF395967
Anura,Microhylidae,Gastrophryninae,Syncope jimi,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Gastrophryninae,Syncope magnova,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Gastrophryninae,Syncope supercilialba,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Gastrophryninae,Syncope tridactyla,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Hoplophryninae,Hoplophryne rogersi,11,AY531857,DQ283419,KC180215,EF017980,FJ998373,DQ284398,EF018036,,,,EF396089,,DQ282876,EF107432,EF395976
Anura,Microhylidae,Hoplophryninae,Hoplophryne uluguruensis,2,AY531858,AY531835,,,,,,,,,,,,,
Anura,Microhylidae,Hoplophryninae,Parhoplophryne usambarica,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Kalophryninae,Kalophrynus baluensis,4,,EF017953,,EF017972,,,EF018028,,,,EF018042,,,,
Anura,Microhylidae,Kalophryninae,Kalophrynus bunguranus,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Kalophryninae,Kalophrynus calciphilus,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Kalophryninae,Kalophrynus eok,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Kalophryninae,Kalophrynus heterochirus,2,AB634639,AB634697,,,,,,,,,,,,,
Anura,Microhylidae,Kalophryninae,Kalophrynus interlineatus,6,AB634640,AB634698,KC180203,AB611914,,,AB611915,,,,,,,,AB611911
Anura,Microhylidae,Kalophryninae,Kalophrynus intermedius,4,,EF017952,,EF017971,,,EF018027,,,,EF018041,,,,
Anura,Microhylidae,Kalophryninae,Kalophrynus limbooliati,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Kalophryninae,Kalophrynus menglienicus,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Kalophryninae,Kalophrynus minusculus,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Kalophryninae,Kalophrynus nubicola,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Kalophryninae,Kalophrynus orangensis,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Kalophryninae,Kalophrynus palmatissimus,2,AB634641,AB634699,,,,,,,,,,,,,
Anura,Microhylidae,Kalophryninae,Kalophrynus pleurostigma,11,DQ283146,DQ283146,KC180147,,,DQ284186,AY948811,AY948733,,,AY948919,DQ283846,DQ282702,AY948863,AB611919
Anura,Microhylidae,Kalophryninae,Kalophrynus punctatus,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Kalophryninae,Kalophrynus robinsoni,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Kalophryninae,Kalophrynus subterrestris,2,AB634645,AB634703,,,,,,,,,,,,,
Anura,Microhylidae,Kalophryninae,Kalophrynus tiomanensis,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Kalophryninae,Kalophrynus yongi,2,AB634646,AB634704,,,,,,,,,,,,,
Anura,Microhylidae,Melanobatrachinae,Melanobatrachus indicus,5,,EF017964,,EF017983,,,EF018039,,,,EF018053,,,EF107439,
Anura,Microhylidae,Microhylinae,Calluella brooksii,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Calluella flava,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Calluella guttulata,11,DQ283144,DQ283144,AB611864,EF017975,,DQ284184,EF018031,,,,EF396078,DQ283845,DQ282700,EF107363,EF395964
Anura,Microhylidae,Microhylinae,Calluella minuta,2,AB598316,AB598340,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Calluella smithi,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Calluella volzi,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Calluella yunnanensis,2,AB634626,AB634684,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Chaperina fusca,8,AB598318,DQ283145,KC180106,AB611870,,DQ284185,AB611871,,,,,,DQ282701,,DQ282938
Anura,Microhylidae,Microhylinae,Glyphoglossus molossus,8,AB201182,AB201193,KC180216,,,,AY948812,AY948734,,,EF396087,,,AY948865,EF395974
Anura,Microhylidae,Microhylinae,Kaloula assamensis,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Kaloula aureata,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Kaloula baleata,3,AB634629,AB634687,KC180145,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Kaloula borealis,5,AB634630,AB634688,,,JQ798754,,,NC_020044,NC_020044,,,,,,
Anura,Microhylidae,Microhylinae,Kaloula conjuncta,2,AY326064,AY326064,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Kaloula indochinensis,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Kaloula kalingensis,2,KC822610,KC822604,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Kaloula kokacii,2,KC822595,KC822589,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Kaloula macrocephala,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Kaloula mediolineata,2,AB634631,AB634689,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Kaloula nonggangensis,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Kaloula picta,4,AB634628,AB634686,KC180137,,,,,,,,,,,,KC180315
Anura,Microhylidae,Microhylinae,Kaloula pulchra,14,AF315130,AF315162,KC180204,EF017974,AY458595,DQ284379,EF018030,NC_006405,NC_006405,HM998968,EF396091,DQ284011,DQ282857,,EF395978
Anura,Microhylidae,Microhylinae,Kaloula rigida,2,KC822636,KC822625,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Kaloula rugifera,2,JX678896,KC567237,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Kaloula taprobanica,10,DQ346970,AF249057,AB611925,,AF249085,,AY948807,AY948729,,,AY948915,AF249100,,AY948853,AF249163
Anura,Microhylidae,Microhylinae,Kaloula verrucosa,2,KC822507,KC822507,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Kaloula walteri,2,KC822642,KC822639,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Metaphrynella pollicaris,6,AB634634,AB634692,AB611930,AB611932,,,AB611933,,,,,,,,AB611929
Anura,Microhylidae,Microhylinae,Metaphrynella sundana,8,AB634635,EF017954,KC180091,EF017973,,,EF018029,,,,EF018043,,,EF107354,AB611937
Anura,Microhylidae,Microhylinae,Microhyla achatina,3,AB598311,AB598335,KC180095,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla annamensis,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla annectens,6,AB634600,AB634658,AB611943,AB611945,,,AB611946,,,,,,,,AB611942
Anura,Microhylidae,Microhylinae,Microhyla berdmorei,3,AB598314,AB598338,KC180094,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla borneensis,5,AB598308,EF017951,,EF017970,,,EF018026,,,,EF018040,,,,
Anura,Microhylidae,Microhylinae,Microhyla butleri,4,AB201178,AB201189,EF396019,,,,,,,,EF396094,,,,
Anura,Microhylidae,Microhylinae,Microhyla chakrapanii,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla erythropoda,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla fissipes,3,AB201175,AB201185,,,AB201221,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla fowleri,2,AB634609,AB634667,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla fusca,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla heymonsi,9,DQ283382,DQ283382,EF396020,,HQ141546,,,NC_006406,NC_006406,,EF396095,,DQ282845,,EF395979
Anura,Microhylidae,Microhylinae,Microhyla karunaratnei,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla maculifera,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla malang,2,AB634619,AB634677,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla mantheyi,2,AB598310,AB598334,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla marmorata,6,AB634610,HQ588955,AB611951,AB611953,,,AB611954,,,,,,,,AB611950
Anura,Microhylidae,Microhylinae,Microhyla mixtura,3,AB634611,AB634669,,,JX878883,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla mukhlesuri,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla mymensinghensis,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla nanapollexa,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla okinavensis,9,AB201173,AB201184,AB611959,AB611960,AB201195,,AB611961,NC_010233,NC_010233,,,,,,AB611958
Anura,Microhylidae,Microhylinae,Microhyla orientalis,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla ornata,12,DQ346965,DQ512876,KC180087,AY364168,AB201223,,AY948806,NC_009422,NC_009422,,AY364198,AY364383,,AY948852,KC180221
Anura,Microhylidae,Microhylinae,Microhyla palmipes,2,AB634612,AB634670,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla perparva,2,AB634614,AB634672,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla petrigena,2,AB634616,AB634674,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla picta,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla pulchra,5,AB201180,AB201191,EF396021,,,,,,,,EF396093,,,,EF395980
Anura,Microhylidae,Microhylinae,Microhyla pulverata,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla rubra,3,AB201181,AB201192,,,AB201224,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla sholigari,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla superciliaris,2,AB634624,AB634682,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Microhyla zeylanica,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Micryletta inornata,7,AB598317,AF285207,KC180209,AB611966,,,AB611967,,,,EF396096,,,,EF395981
Anura,Microhylidae,Microhylinae,Micryletta steinegeri,2,AB634638,AB634696,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Phrynella pulchra,6,AB634636,AB634694,AB611972,AB611974,,,AB611975,,,,,,,,AB611971
Anura,Microhylidae,Microhylinae,Ramanella anamalaiensis,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Ramanella minor,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Ramanella montana,5,,AB612000,AB611996,AB611998,,,AB611999,,,,,,,,AB611995
Anura,Microhylidae,Microhylinae,Ramanella mormorata,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Ramanella nagaoi,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Ramanella obscura,3,KC822504,AF215382,KC180142,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Ramanella palmata,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Ramanella triangularis,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Ramanella variegata,7,GU136098,EF017963,KC180128,EF017982,,,EF018038,,,,EF018052,,,,KC180217
Anura,Microhylidae,Microhylinae,Uperodon globulosus,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Microhylinae,Uperodon systoma,5,GU191107,EF017960,,EF017979,,,EF018035,,,,EF018049,,,,
Anura,Microhylidae,Otophryninae,Otophryne pyburni,3,,,EF396023,,,,,,,,EF396097,,,,EF395982
Anura,Microhylidae,Otophryninae,Otophryne robusta,3,,KC180034,KC180127,,,,,,,,,,,,KC180302
Anura,Microhylidae,Otophryninae,Otophryne steyermarki,3,,KC180078,KC180155,,,,,,,,,,,,KC180301
Anura,Microhylidae,Otophryninae,Synapturanus mirandaribeiroi,5,DQ283064,KC180018,KC180086,,,DQ284094,,,,,,,,,DQ282908
Anura,Microhylidae,Otophryninae,Synapturanus rabus,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Otophryninae,Synapturanus salseri,2,,,KC180113,,,,,,,,,,,,KC180229
Anura,Microhylidae,Phrynomerinae,Phrynomantis affinis,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Phrynomerinae,Phrynomantis annectens,4,,AF215377,EF396025,,,,,,,,EF396099,,,,EF395985
Anura,Microhylidae,Phrynomerinae,Phrynomantis bifasciatus,11,DQ283154,DQ283154,EF396026,,FJ998374,DQ284193,AY948810,AY948732,,,EF396100,,DQ282709,AY948862,EF395984
Anura,Microhylidae,Phrynomerinae,Phrynomantis microps,10,AY531855,AY531832,KC180208,AB611982,JX564886,,AB611983,JX564886,JX564886,,,JF837041,,,AB611979
Anura,Microhylidae,Phrynomerinae,Phrynomantis somalicus,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Scaphiophryninae,Paradoxophyla palmata,6,EU341121,EU341121,EF396024,,EU341055,,,,,,EF396098,,,,EF395983
Anura,Microhylidae,Scaphiophryninae,Paradoxophyla tiarano,1,,AY834186,,,,,,,,,,,,,
Anura,Microhylidae,Scaphiophryninae,Scaphiophryne boribory,3,EU341114,EU341114,,,EU341048,,,,,,,,,,
Anura,Microhylidae,Scaphiophryninae,Scaphiophryne brevis,3,EU341117,EU341117,,,EU341051,,,,,,,,,,
Anura,Microhylidae,Scaphiophryninae,Scaphiophryne calcarata,7,EU341118,EU341118,KC180097,,EU341052,,,,,,EF396106,DQ019573,,,EF395991
Anura,Microhylidae,Scaphiophryninae,Scaphiophryne gottlebei,3,AF026356,EF674851,,,EF674831,,,,,,,,,,
Anura,Microhylidae,Scaphiophryninae,Scaphiophryne madagascariensis,9,EU341115,EU341115,KC180158,AB612006,EU341049,,AB612007,JX564893,JX564893,,,,,,AB612003
Anura,Microhylidae,Scaphiophryninae,Scaphiophryne marmorata,12,EU341116,EU341116,,AY364175,EU341050,DQ284391,AY523712,AY523765,,,AY364205,AY364390,DQ282867,AY948861,AY844175
Anura,Microhylidae,Scaphiophryninae,Scaphiophryne menabensis,1,,AY834189,,,,,,,,,,,,,
Anura,Microhylidae,Scaphiophryninae,Scaphiophryne obscura,0,,,,,,,,,,,,,,,
Anura,Microhylidae,Scaphiophryninae,Scaphiophryne spinosa,1,,DQ787111,,,,,,,,,,,,,
Anura,Microhylidae,Scaphiophryninae,Scaphiophryne verrucosa,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Adelotus brevis,5,DQ283298,DQ283297,,,,DQ284307,,,,,,DQ283948,DQ282800,,
Anura,Myobatrachidae,Limnodynastinae,Heleioporus albopunctatus,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Heleioporus australiacus,5,DQ283307,DQ283306,,,,DQ284311,,,,,,DQ283953,DQ282804,,
Anura,Myobatrachidae,Limnodynastinae,Heleioporus barycragus,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Heleioporus eyrei,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Heleioporus inornatus,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Heleioporus psammophilus,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Lechriodus aganoposis,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Lechriodus fletcheri,5,DQ283282,DQ283283,,,,DQ284299,,,,,,DQ283942,DQ282793,,
Anura,Myobatrachidae,Limnodynastinae,Lechriodus melanopyga,8,JF703230,JF703230,JF703238,,JF703230,,,JF703230,JF703230,JF703244,JQ073271,,,,
Anura,Myobatrachidae,Limnodynastinae,Lechriodus platyceps,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Limnodynastes convexiusculus,1,,AJ269706,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Limnodynastes depressus,5,DQ283308,DQ283308,,,,DQ284312,,,,,,DQ283954,DQ282805,,
Anura,Myobatrachidae,Limnodynastinae,Limnodynastes dorsalis,2,AF261250,AF261268,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Limnodynastes dumerilii,5,DQ283285,AJ269732,,,,DQ284301,,,,,,DQ283944,DQ282794,,
Anura,Myobatrachidae,Limnodynastinae,Limnodynastes fletcheri,1,,AJ269742,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Limnodynastes interioris,1,,AJ269746,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Limnodynastes lignarius,4,DQ283289,DQ283289,,,,DQ284303,,,,,,,DQ282796,,
Anura,Myobatrachidae,Limnodynastinae,Limnodynastes peronii,5,DQ283246,DQ283245,,,,DQ284272,,,,,,DQ283917,DQ282772,,
Anura,Myobatrachidae,Limnodynastinae,Limnodynastes salmini,10,AY326071,AY326071,,AY364189,JX564877,,AY523719,JX564877,JX564877,,AY364219,AY364400,,AY948889,
Anura,Myobatrachidae,Limnodynastinae,Limnodynastes tasmaniensis,2,,AJ269774,,,GQ345209,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Limnodynastes terraereginae,1,,AJ269780,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Neobatrachus albipes,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Neobatrachus aquilonius,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Neobatrachus centralis,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Neobatrachus fulvus,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Neobatrachus kunapalari,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Neobatrachus pelobatoides,2,X86245,X86279,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Neobatrachus pictus,4,DQ283290,DQ283291,,,,DQ284304,,,,,,,DQ282797,,
Anura,Myobatrachidae,Limnodynastinae,Neobatrachus sudelli,5,AY843700,AY843700,,,,DQ284123,,,,,,AY844691,AY844900,,
Anura,Myobatrachidae,Limnodynastinae,Neobatrachus sutor,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Neobatrachus wilsmorei,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Notaden bennettii,3,AY819350,,,,,,,AY819480,,AY819099,,,,,
Anura,Myobatrachidae,Limnodynastinae,Notaden melanoscaphus,5,DQ283287,DQ283288,,,,DQ284302,,,,,,DQ283945,DQ282795,,
Anura,Myobatrachidae,Limnodynastinae,Notaden nichollsi,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Notaden weigeli,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Philoria frosti,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Philoria kundagungan,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Philoria loveridgei,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Philoria pughi,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Philoria richmondensis,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Philoria sphagnicolus,3,DQ283313,DQ283313,,,,,,,,,,DQ283957,,,
Anura,Myobatrachidae,Limnodynastinae,Platyplectrum ornatum,5,DQ283281,DQ283280,,,,DQ284298,,,,,,DQ283941,DQ282792,,
Anura,Myobatrachidae,Limnodynastinae,Platyplectrum spenceri,1,,AJ269764,,,,,,,,,,,,,
Anura,Myobatrachidae,Limnodynastinae,Rheobatrachus vitellinus,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Arenophryne rotunda,1,,,,,,,,,EF606760,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Arenophryne xiphorhyncha,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Assa darlingtoni,3,,DQ283284,,,,DQ284300,,,,,,DQ283943,,,
Anura,Myobatrachidae,Myobatrachinae,Crinia bilingua,1,,,,,,,,,JX473813,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Crinia deserticola,2,,AJ269696,,,,,,,JX473815,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Crinia fimbriata,1,,,,,,,,,JX473817,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Crinia flindersensis,2,,,,,,,,,JX473779,,JX431043,,,,
Anura,Myobatrachidae,Myobatrachinae,Crinia georgiana,1,,,,,,,,,EF512628,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Crinia glauerti,1,,,,,,,,,JX473805,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Crinia insignifera,1,,,,,,,,,JX473801,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Crinia nimbus,5,DQ283300,DQ283299,,,,,,,JX473818,,,DQ283949,DQ282801,,
Anura,Myobatrachidae,Myobatrachinae,Crinia parinsignifera,3,EU443855,EU443855,,,,,,,JX473808,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Crinia pseudinsignifera,1,,,,,,,,,JX473802,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Crinia remota,1,,,,,,,,,JX473810,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Crinia riparia,4,EU443859,EU443859,,,,,,,JX473792,,JX431022,,,,
Anura,Myobatrachidae,Myobatrachinae,Crinia signifera,9,EU443926,EU443926,,,,DQ284226,AY948841,JX564860,JX564860,,AY948939,,DQ282737,AY948905,
Anura,Myobatrachidae,Myobatrachinae,Crinia sloanei,1,,,,,,,,,JX473803,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Crinia subinsignifera,1,,,,,,,,,JX473800,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Crinia tasmaniensis,1,,,,,,,,,JX473819,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Crinia tinnula,2,DQ058049,,,,,,,,JX473806,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Geocrinia alba,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Geocrinia laevis,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Geocrinia leai,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Geocrinia lutea,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Geocrinia rosea,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Geocrinia victoriana,6,DQ283295,DQ283296,,,,DQ284306,,,,,,DQ283947,DQ282799,,DQ282965
Anura,Myobatrachidae,Myobatrachinae,Geocrinia vitellina,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Metacrinia nichollsi,6,DQ283292,DQ283293,,,,DQ284305,,,EU432155,,,DQ283946,DQ282798,,
Anura,Myobatrachidae,Myobatrachinae,Mixophyes balbus,5,,AY948764,,,,,AY948842,AY948764,,,AY948940,,,AY948906,
Anura,Myobatrachidae,Myobatrachinae,Mixophyes carbinensis,5,DQ283315,DQ283314,,,,DQ284315,,,JN677514,,,DQ283958,,,
Anura,Myobatrachidae,Myobatrachinae,Mixophyes coggeri,3,JN628046,DQ010023,,,,,,,JN677522,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Mixophyes fasciolatus,3,JN793945,DQ010018,,,,,,,JN797606,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Mixophyes fleayi,0,,,,,,,,,,,,,,,
Anura,Myobatrachidae,Myobatrachinae,Mixophyes hihihorlo,0,,,,,,,,,,,,,,,
