"","Taxon","Family","Subfamily","Clade","Constraint","Scientific.Name","Data","Genes","Length"
"Leptodactylus_podicipinus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus podicipinus",1,2,2190
"Leptodactylus_poecilochilus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus poecilochilus",1,1,570
"Leptodactylus_pustulatus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus pustulatus",0,0,0
"Leptodactylus_rhodomerus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus rhodomerus",0,0,0
"Leptodactylus_rhodomystax","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus rhodomystax",1,6,3178
"Leptodactylus_rhodonotus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus rhodonotus",1,3,1209
"Leptodactylus_rhodostima","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus rhodostima",0,0,0
"Leptodactylus_riveroi","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus riveroi",1,2,1348
"Leptodactylus_rugosus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus rugosus",0,0,0
"Leptodactylus_sabanensis","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus sabanensis",0,0,0
"Leptodactylus_savagei","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus savagei",0,0,0
"Leptodactylus_sertanejo","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus sertanejo",0,0,0
"Leptodactylus_silvanimbus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus silvanimbus",1,2,1385
"Leptodactylus_spixi","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus spixi",1,3,2068
"Leptodactylus_stenodema","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus stenodema",1,2,773
"Leptodactylus_syphax","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus syphax",1,1,541
"Leptodactylus_tapiti","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus tapiti",0,0,0
"Leptodactylus_troglodytes","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus troglodytes",0,0,0
"Leptodactylus_turimiquensis","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus turimiquensis",0,0,0
"Leptodactylus_validus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus validus",1,3,2754
"Leptodactylus_vastus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus vastus",1,2,1754
"Leptodactylus_ventrimaculatus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus ventrimaculatus",0,0,0
"Leptodactylus_viridis","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus viridis",0,0,0
"Leptodactylus_wagneri","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus wagneri",1,2,2198
"Lithodytes_lineatus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Lithodytes","Lithodytes lineatus",1,11,8067
"Crossodactylodes_bokermanni","Anura","Leptodactylidae","Paratelmatobiinae","Paratelmatobiinae","Crossodactylodes","Crossodactylodes bokermanni",1,5,2932
"Crossodactylodes_itambe","Anura","Leptodactylidae","Paratelmatobiinae","Paratelmatobiinae","Crossodactylodes","Crossodactylodes itambe",0,0,0
"Crossodactylodes_izecksohni","Anura","Leptodactylidae","Paratelmatobiinae","Paratelmatobiinae","Crossodactylodes","Crossodactylodes izecksohni",1,5,2928
"Crossodactylodes_pintoi","Anura","Leptodactylidae","Paratelmatobiinae","Paratelmatobiinae","Crossodactylodes","Crossodactylodes pintoi",0,0,0
"Crossodactylodes_septentrionalis","Anura","Leptodactylidae","Paratelmatobiinae","Paratelmatobiinae","Crossodactylodes","Crossodactylodes septentrionalis",0,0,0
"Paratelmatobius_cardosoi","Anura","Leptodactylidae","Paratelmatobiinae","Paratelmatobiinae","Paratelmatobius","Paratelmatobius cardosoi",1,2,2253
"Paratelmatobius_gaigeae","Anura","Leptodactylidae","Paratelmatobiinae","Paratelmatobiinae","Paratelmatobius","Paratelmatobius gaigeae",1,2,2248
"Paratelmatobius_lutzii","Anura","Leptodactylidae","Paratelmatobiinae","Paratelmatobiinae","Paratelmatobius","Paratelmatobius lutzii",0,0,0
"Paratelmatobius_mantiqueira","Anura","Leptodactylidae","Paratelmatobiinae","Paratelmatobiinae","Paratelmatobius","Paratelmatobius mantiqueira",1,4,3103
"Paratelmatobius_pictiventris","Anura","Leptodactylidae","Paratelmatobiinae","Paratelmatobiinae","Paratelmatobius","Paratelmatobius pictiventris",0,0,0
"Paratelmatobius_poecilogaster","Anura","Leptodactylidae","Paratelmatobiinae","Paratelmatobiinae","Paratelmatobius","Paratelmatobius poecilogaster",1,2,2256
"Paratelmatobius_yepiranga","Anura","Leptodactylidae","Paratelmatobiinae","Paratelmatobiinae","Paratelmatobius","Paratelmatobius yepiranga",0,0,0
"Rupirana_cardosoi","Anura","Leptodactylidae","Paratelmatobiinae","Paratelmatobiinae","Rupirana","Rupirana cardosoi",1,8,5670
"Scythrophrys_sawayae","Anura","Leptodactylidae","Paratelmatobiinae","Paratelmatobiinae","Scythrophrys","Scythrophrys sawayae",1,5,3430
"Boophis_albilabris","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis albilabris",1,4,2920
"Boophis_albipunctatus","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis albipunctatus",1,1,504
"Boophis_andohahela","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis andohahela",1,1,673
"Boophis_andrangoloaka","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis andrangoloaka",1,1,464
"Boophis_andreonei","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis andreonei",1,1,529
"Boophis_anjanaharibeensis","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis anjanaharibeensis",1,1,512
"Boophis_ankaratra","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis ankaratra",1,1,503
"Boophis_arcanus","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis arcanus",1,1,337
"Boophis_axelmeyeri","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis axelmeyeri",1,1,333
"Boophis_baetkei","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis baetkei",1,1,517
"Boophis_blommersae","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis blommersae",1,1,504
"Boophis_boehmei","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis boehmei",1,7,3955
"Boophis_bottae","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis bottae",1,1,504
"Boophis_brachychir","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis brachychir",1,1,529
"Boophis_burgeri","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis burgeri",1,1,531
"Boophis_calcaratus","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis calcaratus",1,1,525
"Boophis_doulioti","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis doulioti",1,5,3546
"Boophis_elenae","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis elenae",1,1,671
"Boophis_englaenderi","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis englaenderi",1,1,508
"Boophis_entingae","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis entingae",1,1,515
"Boophis_erythrodactylus","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis erythrodactylus",1,2,912
"Boophis_fayi","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis fayi",1,1,500
"Boophis_feonnyala","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis feonnyala",1,1,534
"Boophis_goudotii","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis goudotii",1,3,1307
"Boophis_guibei","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis guibei",1,1,472
"Boophis_haematopus","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis haematopus",1,1,515
"Boophis_haingana","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis haingana",0,0,0
"Boophis_idae","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis idae",1,4,1984
"Boophis_jaegeri","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis jaegeri",1,1,516
"Boophis_laurenti","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis laurenti",1,1,529
"Boophis_liami","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis liami",1,1,516
"Boophis_lichenoides","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis lichenoides",1,1,508
"Boophis_lilianae","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis lilianae",1,1,471
"Boophis_luciae","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis luciae",1,1,635
"Boophis_luteus","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis luteus",1,4,2442
"Boophis_madagascariensis","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis madagascariensis",1,5,4460
"Boophis_majori","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis majori",1,3,2305
"Boophis_mandraka","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis mandraka",1,1,479
"Boophis_marojezensis","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis marojezensis",1,6,3679
"Boophis_miadana","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis miadana",0,0,0
"Boophis_microtympanum","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis microtympanum",1,4,1969
"Boophis_miniatus","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis miniatus",1,1,495
"Boophis_narinsi","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis narinsi",1,3,2357
"Boophis_obscurus","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis obscurus",1,1,496
"Boophis_occidentalis","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis occidentalis",1,4,1938
"Boophis_opisthodon","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis opisthodon",1,1,481
"Boophis_pauliani","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis pauliani",1,3,1481
"Boophis_periegetes","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis periegetes",1,1,510
"Boophis_picturatus","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis picturatus",1,3,2125
"Boophis_piperatus","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis piperatus",0,0,0
"Boophis_popi","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis popi",1,1,504
"Boophis_praedictus","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis praedictus",0,0,0
"Boophis_pyrrhus","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis pyrrhus",1,1,521
"Boophis_quasiboehmei","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis quasiboehmei",1,3,2547
"Boophis_rappiodes","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis rappiodes",1,4,1985
"Boophis_reticulatus","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis reticulatus",1,1,514
"Boophis_rhodoscelis","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis rhodoscelis",1,1,497
"Boophis_roseipalmatus","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis roseipalmatus",1,1,339
"Boophis_rufioculis","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis rufioculis",1,2,1012
"Boophis_sambirano","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis sambirano",1,1,341
"Boophis_sandrae","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis sandrae",0,0,0
"Boophis_schuboeae","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis schuboeae",1,1,467
"Boophis_septentrionalis","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis septentrionalis",1,1,529
"Boophis_sibilans","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis sibilans",1,4,1833
"Boophis_solomaso","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis solomaso",0,0,0
"Boophis_spinophis","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis spinophis",0,0,0
"Boophis_tampoka","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis tampoka",1,1,461
"Boophis_tasymena","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis tasymena",1,1,643
"Boophis_tephraeomystax","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis tephraeomystax",1,7,4099
"Boophis_tsilomaro","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis tsilomaro",0,0,0
"Boophis_ulftunni","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis ulftunni",1,1,373
"Boophis_viridis","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis viridis",1,4,1973
"Boophis_vittatus","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis vittatus",1,4,1992
"Boophis_williamsi","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis williamsi",1,3,1276
"Boophis_xerophilus","Anura","Mantellidae","Boophinae","Boophinae","Boophis","Boophis xerophilus",1,10,6435
"Aglyptodactylus_laticeps","Anura","Mantellidae","Laliostominae","Laliostominae_1","Aglyptodactylus","Aglyptodactylus laticeps",1,2,983
"Aglyptodactylus_madagascariensis","Anura","Mantellidae","Laliostominae","Laliostominae_2","Aglyptodactylus","Aglyptodactylus madagascariensis",1,8,6585
"Aglyptodactylus_securifer","Anura","Mantellidae","Laliostominae","Laliostominae_3","Aglyptodactylus","Aglyptodactylus securifer",1,1,513
"Laliostoma_labrosum","Anura","Mantellidae","Laliostominae","Laliostominae_4","Laliostoma","Laliostoma labrosum",1,11,8389
"Blommersia_angolafa","Anura","Mantellidae","Mantellinae","Mantellinae","Blommersia","Blommersia angolafa",1,3,1258
"Blommersia_blommersae","Anura","Mantellidae","Mantellinae","Mantellinae","Blommersia","Blommersia blommersae",1,6,3739
"Blommersia_dejongi","Anura","Mantellidae","Mantellinae","Mantellinae","Blommersia","Blommersia dejongi",1,3,1686
"Blommersia_domerguei","Anura","Mantellidae","Mantellinae","Mantellinae","Blommersia","Blommersia domerguei",1,5,2490
"Blommersia_galani","Anura","Mantellidae","Mantellinae","Mantellinae","Blommersia","Blommersia galani",1,3,1514
"Blommersia_grandisonae","Anura","Mantellidae","Mantellinae","Mantellinae","Blommersia","Blommersia grandisonae",1,4,1774
"Blommersia_kely","Anura","Mantellidae","Mantellinae","Mantellinae","Blommersia","Blommersia kely",1,4,1990
"Blommersia_sarotra","Anura","Mantellidae","Mantellinae","Mantellinae","Blommersia","Blommersia sarotra",1,4,1837
"Blommersia_variabilis","Anura","Mantellidae","Mantellinae","Mantellinae","Blommersia","Blommersia variabilis",1,2,1118
"Blommersia_wittei","Anura","Mantellidae","Mantellinae","Mantellinae","Blommersia","Blommersia wittei",1,9,6883
"Boehmantis_microtympanum","Anura","Mantellidae","Mantellinae","Mantellinae","Boehmantis","Boehmantis microtympanum",1,6,3856
"Gephyromantis_ambohitra","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis ambohitra",1,6,3191
"Gephyromantis_asper","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis asper",1,8,4685
"Gephyromantis_atsingy","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis atsingy",1,6,3206
"Gephyromantis_azzurrae","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis azzurrae",1,6,3032
"Gephyromantis_blanci","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis blanci",1,7,3753
"Gephyromantis_boulengeri","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis boulengeri",1,8,4080
"Gephyromantis_cornutus","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis cornutus",1,8,4672
"Gephyromantis_corvus","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis corvus",1,6,2791
"Gephyromantis_decaryi","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis decaryi",1,7,3692
"Gephyromantis_eiselti","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis eiselti",1,7,3777
"Gephyromantis_enki","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis enki",1,7,3743
"Gephyromantis_granulatus","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis granulatus",1,7,3712
"Gephyromantis_hintelmannae","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis hintelmannae",1,2,899
"Gephyromantis_horridus","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis horridus",1,7,4216
"Gephyromantis_klemmeri","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis klemmeri",1,10,7039
"Gephyromantis_leucocephalus","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis leucocephalus",1,7,3703
"Gephyromantis_leucomaculatus","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis leucomaculatus",1,6,3238
"Gephyromantis_luteus","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis luteus",1,6,3203
"Gephyromantis_mafy","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis mafy",1,6,3284
"Gephyromantis_malagasius","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis malagasius",1,8,4684
"Gephyromantis_moseri","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis moseri",1,6,3230
"Gephyromantis_plicifer","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis plicifer",1,6,3186
"Gephyromantis_pseudoasper","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis pseudoasper",1,10,6043
"Gephyromantis_ranjomavo","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis ranjomavo",0,0,0
"Gephyromantis_redimitus","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis redimitus",1,8,4650
"Gephyromantis_rivicola","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis rivicola",1,8,4158
"Gephyromantis_runewsweeki","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis runewsweeki",1,6,3373
"Gephyromantis_salegy","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis salegy",1,5,2639
"Gephyromantis_schilfi","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis schilfi",1,6,3317
"Gephyromantis_sculpturatus","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis sculpturatus",1,8,4018
"Gephyromantis_silvanus","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis silvanus",1,7,3662
"Gephyromantis_spiniferus","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis spiniferus",0,0,0
"Gephyromantis_striatus","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis striatus",1,7,3637
"Gephyromantis_tahotra","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis tahotra",1,6,3258
"Gephyromantis_tandroka","Anura","Mantellidae","Mantellinae","Mantellinae","Gephyromantis","Gephyromantis tandroka",1,6,3174
